UREBLOCK SA DE CV,20.564370967741933,Unnamed: 2,Unnamed: 3,18,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,20.459935714285706,Unnamed: 11,Unnamed: 12,18.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,20.374246666666668,Unnamed: 20,Unnamed: 21,18.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,T1,Unnamed: 29,Unnamed: 30,20.098163333333336,Unnamed: 32,Unnamed: 33,18.3,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,19.46746774193548,Unnamed: 41,Unnamed: 42,18.4,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,19.07029,Unnamed: 50,Unnamed: 51,19,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,T2,Unnamed: 59,Unnamed: 60,18.68416129032258,Unnamed: 62,Unnamed: 63,19.1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,18.72754193548387,Unnamed: 71,Unnamed: 72,19.2,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,18.525080000000003,Unnamed: 80,Unnamed: 81,19.3,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,T3,Unnamed: 89,Unnamed: 90,18.4134709677419,Unnamed: 92,Unnamed: 93,19.4,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,20.29187,Unnamed: 101,Unnamed: 102,19.5,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,20.26635333333333,Unnamed: 110,Unnamed: 111,19.6,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,T4,Unnamed: 119,Unnamed: 120,19.419952812634165,Unnamed: 122,Unnamed: 123,19.722482439455383,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,17.795905103909046,Unnamed: 131,Unnamed: 132,16.94872393510507,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
TOTAL VENTAS C/TRANSFERENC,102668094.775,,,115560848.81003115,,,-12892754.03503113,-0.11156679937705681,,76307046.62,,,110907698.9859172,,,-34600652.36591719,-0.31197701045362686,,88783222.39875,,,111309681.34138823,,,-22526458.942638207,-0.2023764570266739,,267758363.79375005,,,82950686.90149996,,,117462515.16400811,,,-34511828.26250815,-0.2938114190243645,,80455832.09074996,,,119814104.2894532,,,-39358272.198703215,-0.32849448261633246,,80188828.34225002,,,115205456.04690401,,,-35016627.70465398,-0.30394938665402743,,243595347.33449996,,,88873953.55,,,128227438.52136697,,,-39353484.971366964,-0.30690377523847495,,82415095.16,,,121554266.75091007,,,-39139171.59091007,-0.32198928624294504,,79031308.86,,,122488319.84088886,,,-43457010.98088886,-0.35478493816666845,,250320357.57000002,,,90875038.41000001,,,126800454.48258258,,,-35925416.07258258,-0.28332245510616305,,0,,,0,,,0,,,0,,,0,,,0,,,90875038.41000001,,,852549107.10825,1,,1189330784.2334504,,,-336781677.1252002,-0.28316905741430337,,1098781272.82,1,,916959820.7499999,1,,,90875038.41000001,1,,41169932.1700001,1,,40526420.77000001,1,,16947877.200000018,1,,8665090.080000002,1,,39572517.6,1,,,
,0.22338167999250053,,,0.2557753970532641,,,,-0.12664907349950358,,,,,0.25840683596850783,,,,,,0.2091977795428027,,,0.24152530888199633,,,,-0.13384737810225975,,0.1869463321454706,,,0.20752337496629172,,,,,,,,,0.19779333371183516,,,,,,,,,0.2049546627289645,,,,,,,,,0.1869463321454706,,,0.2132704268709849,,,,,,,,,0.22963576907892444,,,,,,,,,0.14952681945648527,,,,,,,,,0.1869463321454706,,,0.14389590071133504,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1869463321454706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVENTARIO INICIAL,107099935.78,,,,,,,,,100019860.49,,,,,,,,,101678030.46000001,,,,,,,,,107099935.78,,,97514493.24,,,,,,,,,95038115.82,,,,,,,,,85539694.87,,,,,,,,,97514493.24,,,98261859.64,,,,,,,,,98157724.07999998,,,,,,,,,103572637.72,,,,,,,,,98261859.64,,,106033218.42,,,,,,,,,0,,,,,,,,,0,,,,,,,,,106033218.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(+) COMPRAS,49795979.09,,,,,,,,,44494516.75,,,,,,,,,47116711.81999999,,,,,,,,,141407207.66,,,47871154.81,,,,,,,,,38565780.49,,,,,,,,,59030120.53,,,,,,,,,145467055.83,,,54646474.879999995,,,,,,,,,55547471.27,,,,,,,,,51993297.94,,,,,,,,,162187244.09,,,62877543.81,,,,,,,,,0,,,,,,,,,0,,,,,,,,,62877543.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(+)TRANSFERENCIAS RECIBIDAS,4453715.36,,,,,,,,,2811851.29,,,,,,,,,3493562.7200000007,,,,,,,,,10759129.370000001,,,2586226.020000001,,,,,,,,,2541376.09,,,,,,,,,3028227.75,,,,,,,,,8155829.860000001,,,3980514.0200000005,,,,,,,,,2532844.3199999994,,,,,,,,,2277558.74,,,,,,,,,8790917.08,,,3932199.3899999987,,,,,,,,,,,,,,,,,,,,,,,,,,,3932199.3899999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(--) INVENTARIO FINAL,100019860.49,,,,,,,,,101678421.22,,,,,,,,,97519006.91999999,,,,,,,,,97519006.91999999,,,95038176.00999999,,,,,,,,,85539694.87,,,,,,,,,98261451.99000001,,,,,,,,,98261451.99000001,,,98157724.11999999,,,,,,,,,103573642.47999999,,,,,,,,,106032190.05,,,,,,,,,106032190.05,,,113105028.26999998,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATERIALES,61329769.74000001,0.5973595777189195,,71152044.54828316,0.6157106431889317,,-9822274.80828315,-0.018351065470012196,,45647807.31000001,0.5982122141002344,,68688080.79509678,0.6193265338939061,,-23040273.485096775,-0.021114319793671732,,54769298.08000001,0.6168879276989514,,68136233.90079977,0.6121321441198369,,-13366935.820799753,0.0047557835791145475,,161746875.13000003,0.604077769367425,,52933698.060000025,0.6381345355567255,,72067933.03874286,0.6135398423753939,,-19134234.97874283,0.02459469318133156,,50605577.53,0.6289858201071062,,73325535.4502645,0.611994187872246,,-22719957.920264497,0.01699163223486022,,49336591.16,0.6152551693289358,,71271512.45701066,0.6186470233492555,,-21934921.29701066,-0.003391854020319718,,152875866.75000003,0.62758122608998,,58731124.419999994,0.6608361851142156,,79780149.66267619,0.622176895855111,,-21049025.24267619,0.03865928925910456,,52664397.190000005,0.6390139705324343,,74753255.69110465,0.6149784593270559,,-22088858.501104645,0.02403551120537839,,51811304.35,0.655579479795547,,74789369.01955414,0.6105836794618851,,-22978064.669554137,0.044995800333661906,,163206825.96,0.6519918217772622,,59737933.35000004,0.6573635004200052,,78312607.11863978,0.6176050980116705,,-18574673.768639743,0.039758402408334725,,0,,,,,,0,,,0,,,,,,0,,,59737933.35000004,0.6573635004200052,,537567501.1900002,0.6305413925226762,,732276721.6821725,0.6157048412348469,,-194709220.49217236,0.014836551287829236,,674666202.16,0.6140131970291801,,569728786.96,0.6213236109887644,,,59737933.35000004,0.6573635004200052,,32302756.81,0.7846201124795276,,27118347.80000009,0.6691523032321337,,15004847.86,0.8853526422766377,,7234405.38,0.8348909605334418,,34084374.91000003,0.8613142902487466,-56006799.410000086,,0
(+) VARIACION EN COMPRAS,2795405.24,0.027227594377067274,,0,0,,2795405.24,,,1725797.42,0.022616488207101833,,0,0,,1725797.42,,,1285699.77,0.01448133707318672,,0,0,,1285699.77,,,5806902.43,0.02168710006934821,,891805.8,0.010751035745598799,,0,0,,891805.8,,,-479019.01,-0.005953813384959982,,0,0,,-479019.01,,,-1337138.6199999999,-0.01667487413948766,,0,0,,-1337138.6199999999,,,-924351.8299999998,-0.003794620217974441,,-3069578.3500000006,-0.03453855969480499,,0,0,,-3069578.3500000006,,,-3469464.53,-0.04209744007774801,,0,0,,-3469464.53,,,-3813392.1500000004,-0.04825166386596524,,0,0,,-3813392.1500000004,,,-10352435.030000001,-0.04135674433552624,,-5188788.39,-0.057098059937975426,,0,0,,-5188788.39,,,0,,,0,,,0,,,0,,,0,,,0,,,-5188788.39,-0.057098059937975426,,-10658672.82,-0.01250212184979351,,0,0,,-10658672.82,,,2309480.699999998,0.002101856627090815,,-5699097.750000002,-0.0062152098936446255,,,-5188788.39,-0.057098059937975426,,-2650668.01,-0.06438358943742689,,-148270.96,-0.0036586246005163793,,-917997.76,-0.054165943567256854,,-163512.95,-0.018870311617118236,,-1308338.71,-0.033061801203166305,,,
(+) VARIACION STD,0,0,,0,0,,0,,,390.76,0,,0,0,,390.76,,,4513.68,0,,0,0,,4513.68,,,4904.4400000000005,0,,60.19,0,,0,0,,60.19,,,0,0,,0,0,,0,,,-407.65,0,,0,0,,-407.65,,,-347.46,0,,0.04,0,,0,0,,0.04,,,1004.76,0,,0,0,,1004.76,,,-1028.37,0,,0,0,,-1028.37,,,-23.5699999999999,0,,-137375.5,-0.001511696747573347,,0,0,,-137375.5,,,0,,,0,,,0,,,0,,,0,,,0,,,-137375.5,-0.001511696747573347,,-132842.09,0,,0,0,,-132842.09,,,-8273855.149999999,-0.007530029273947596,,-142303.63999999998,0,,,-137375.5,-0.001511696747573347,,0,0,,0,0,,-137375.5,-0.008105764419864917,,0,0,,0,0,,,
FLETES MERCANCIAS,139057.73,0.0013544395686386204,,502851.3895571361,0.004351399238887267,,-363793.6595571361,-0.002996959670248647,,211563.76,0.002772532411764831,,485437.86890605476,0.004376953749330734,,-273874.10890605475,-0.0016044213375659032,,163251.72999999998,0.0018387677940635146,,481537.8126338596,0.004326108985587488,,-318286.0826338596,-0.0024873411915239734,,513873.22,0.0019191677627513,,0,0,,509324.2295581641,0.004336057582685127,,-509324.2295581641,,,131022.4,0.0016285009625183367,,518212.0573663294,0.004325134010219745,,-387189.65736632945,-0.0026966330477014083,,280307.32999999996,0.0034955907923187746,,503695.7026656701,0.0043721514583527936,,-223388.37266567012,,,411329.73,0.001688577940838791,,161862.47,0.0018212588000705637,,563828.620409208,0.004397098054136481,,-401966.150409208,-0.0025758392540659175,,135441.15000000002,0.0016434022157840826,,528302.1554311593,0.004346224690851537,,-392861.0054311593,-0.002702822475067454,,157771.2,0.0019963126294603546,,528557.3784188845,0.004315165552972523,,-370786.17841888446,-0.0023188529235121684,,455074.82000000007,0.0018179696786057129,,6652.940000000002,0,,553457.0869952644,0.004364787880719211,,-546804.1469952643,-0.004364787880719211,,0,,,0,,,0,,,0,,,0,,,0,,,6652.940000000002,0,,1386930.7099999997,0.0016268044836787309,,5175204.30194173,0.004351358234855799,,-3788273.59194173,-0.0027245537511770687,,2991356.32,0.0027224311098083646,,2242132.4,0.002445180638521451,,,6652.940000000002,7.32097627291666e-05,,-82926.41,-0.0020142469425885336,,18764.22,0.0004630120213796516,,0,0,,0,0,,70815.13,0.001789502773510675,,,
FLETES INTERPLANTAS,95500,0,,905132.5012028449,0.00783251862999708,,-809632.5012028449,-0.00783251862999708,,124947.36,0.001637428855322143,,873788.1640308985,0.007878516748795321,,-748840.8040308985,-0.0062410878934731785,,214095.77000000002,0.0024114440117800266,,866768.0627409471,0.007786996174057478,,-652672.2927409471,-0.005375552162277451,,434543.13,0.0016228928345809641,,0,0,,916783.6132046953,0.007804903648833228,,-916783.6132046953,,,113000,0.0014044973131660849,,932781.7032593929,0.00778524121839554,,-819781.7032593929,-0.006380743905229455,,158672.18,0.001978731742067349,,906652.264798206,0.007869872625035029,,-747980.0847982061,-0.0058911408829676794,,271672.18,0.0011152601351902896,,219207.47,0.0024664984648924736,,1014891.5167365742,0.007914776497445665,,-795684.0467365743,-0.005448278032553191,,111462.24,0.0013524493271967729,,950943.8797760869,0.007823204443532766,,-839481.6397760869,-0.006470755116335994,,103126.73999999999,0.0013048846272138025,,951403.2811539919,0.007767297995350541,,-848276.541153992,-0.006462413368136738,,433796.44999999995,0.001732965126013342,,260376.75,0.0028652174959779473,,996222.7565914758,0.00785661818529458,,-735846.0065914758,-0.0049914006893166316,,0,,,0,,,0,,,0,,,0,,,0,,,260376.75,0.0028652174959779473,,1400388.51,0.0016425898500438986,,9315367.743495114,0.00783244482274044,,-7914979.233495114,-0.00618985497269654,,1709979.1700000002,0.0015562507409790241,,1382022.2400000002,0.0015071786230171093,,,260376.75,0.0028652174959779473,,76000,0.0018460074135215612,,171507.32,0.004231987842532583,,0,0,,0,0,,12869.43,0.0003252113027046831,,,
GASTOS DE IMPORTACION MERCANCIAS,226730.97,0.002208387819963809,,402281.1116457089,0.003481119391109814,,-175550.1416457089,-0.001272731571146005,,130464.64,0.0017097325316454502,,388350.29512484383,0.0035015629994645876,,-257885.65512484382,-0.0017918304678191375,,111562.52,0.001256572097585531,,385230.25010708766,0.0034608871884699906,,-273667.73010708764,-0.0022043150908844598,,468758.13,0.0017506759578239611,,164934.51,0.001988344113362822,,407459.38364653126,0.0034688460661481016,,-242524.87364653125,-0.0014805019527852794,,88899.62000000001,0.0011049493578007608,,414569.64589306357,0.003460107208175796,,-325670.0258930636,-0.0023551578503750352,,275076.18,0.0034303553959656426,,402956.5621325361,0.0034977211666822354,,-127880.38213253609,,,528910.31,0.002171266059830411,,132508.18000000002,0.0014909675411868748,,451062.8963273664,0.003517678443309185,,-318554.7163273664,-0.00202671090212231,,164240.12000000002,0.0019928402640456287,,422641.7243449275,0.0034769797526812297,,-258401.6043449275,-0.001484139488635601,,9639.459999999995,0,,422845.9027351076,0.003452132442378019,,-413206.44273510756,-0.003452132442378019,,306387.76,0.0012239825916448733,,146637.46000000002,0.001613616484412554,,442765.6695962115,0.003491830304575369,,-296128.2095962115,-0.001878213820162815,,0,,,0,,,0,,,0,,,0,,,0,,,146637.46000000002,0.001613616484412554,,1450693.66,0.0017015954247146987,,4140163.4415533845,0.00348108658788464,,-2689469.781553385,-0.0017794911631699411,,2994502.46,0.0027252944094275197,,2311925.8000000003,0.002521294551498483,,,146637.46000000002,0.001613616484412554,,88228.55,0.0021430336497928653,,58408.91,0.0014412550847134678,,0,0,,0,0,,0,0,,,
(+) GTOS S/COMPRA,461288.7,0.004493009254831573,,1810265.00240569,0.01566503725999416,,-1348976.3024056898,-0.01117202800516259,,466975.76,0.006119693798732424,,1747576.3280617972,0.015757033497590646,,-1280600.568061797,-0.009637339698858223,,488910.02,0.005506783903429072,,1733536.1254818942,0.015573992348114955,,-1244626.1054818942,-0.010067208444685883,,1417174.48,0.005292736555156225,,164934.51,0.001988344113362822,,1833567.2264093906,0.015609807297666456,,-1668632.7164093906,-0.013621463184303633,,332922.02,0.004137947633485182,,1865563.406518786,0.015570482436791083,,-1532641.386518786,-0.0114325348033059,,714055.69,0.008904677930351766,,1813304.529596412,0.015739745250070058,,-1099248.8395964124,-0.006835067319718292,,1211912.22,0.004975104135859491,,513578.12,0.005778724806149911,,2029783.0334731487,0.015829552994891333,,-1516204.9134731488,-0.010050828188741421,,411143.51,0.004988691807026484,,1901887.7595521738,0.015646408887065533,,-1490744.2495521738,-0.010657717080039049,,270537.4,0.003423167399128407,,1902806.562307984,0.015534595990701084,,-1632269.162307984,-0.012111428591572677,,1195259.03,0.004774917396263928,,413667.15,0.004552043743119668,,1992445.5131829516,0.01571323637058916,,-1578778.3631829517,-0.01116119262746949,,0,,,0,,,0,,,0,,,0,,,0,,,413667.15,0.004552043743119668,,4238012.88,0.004970989758437329,,18630735.48699023,0.01566488964548088,,-14392722.60699023,-0.01069389988704355,,7695837.95,0.007003976260214908,,5936080.44,0.006473653813037043,,,413667.15,0.004552043743119668,,81302.14,0.001974794120725893,,248680.45,0.006136254948625702,,0,0,,0,0,,83684.56,0.002114714076215358,,,
TOTAL COSTO MATERIALES,64586463.680000015,0.6290801813508184,,72962309.55068885,0.6313756804489258,,-8375845.87068884,-0.002295499098107334,,47840971.25000001,0.6269535169961739,,70435657.12315859,0.6350835673914969,,-22594685.873158567,-0.008130050395322996,,56548421.55000002,0.636926888010726,,69869770.02628165,0.6277061364679517,,-13321348.476281649,0.009220751542774241,,168975856.48000002,0.6310759226559937,,53990498.56000002,0.6508746410275204,,73901500.26515225,0.6291496496730604,,-19911001.705152217,0.021724991354459933,,50459480.54000001,0.6271699543556315,,75191098.85678329,0.6275646703090372,,-24731618.316783287,,,48713100.58,0.6074798894939578,,73084816.98660707,0.6343867685993256,,-24371716.406607073,-0.02690687910536782,,153163079.68,0.6287602836259418,,56175124.22999999,0.6320763506756361,,81809932.69614933,0.6380064488500024,,-25634808.46614934,-0.005930098174366294,,49607080.93,0.6019174137176353,,76655143.45065683,0.6306248682141214,,-27048062.52065682,-0.02870745449648615,,48267421.230000004,0.610737971143858,,76692175.58186212,0.6261182754525861,,-28424754.35186212,-0.015380304308728165,,154049626.39000002,0.6154099006786585,,54825436.61000004,0.6033057874775761,,80305052.63182274,0.6333183343822597,,-25479616.021822695,-0.03001254690468358,,0,,,0,,,0,,,0,,,0,,,0,,,54825436.61000004,0.6033057874775761,,531013999.1600002,0.6228544429084437,,750907457.1691628,0.6313697308803278,,-219893458.00916258,-0.008515287971884056,,676397665.6600001,0.6155890006425384,,569823466.0100001,0.6214268642042898,,,54825436.61000004,0.6033057874775761,,29733390.939999998,0.7222113171628266,,27218757.29000009,0.671629933580243,,13949474.6,0.8230809342895159,,7070892.43,0.8160206489163235,,32859720.76000003,0.8303672031217956,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANO DE OBRA,7251339.330000001,0.0706289460800019,,5102978.999685001,0.04415837242657949,,2148360.3303150004,0.026470573653422418,,6513582.529999999,0.0853601707642659,,4847830.04970075,0.043710491643292645,,1665752.4802992493,0.041649679120973254,,6619340.28,0.0745562066926419,,4847830.04970075,0.04355263613442925,,1771510.2302992502,0.03100357055821265,,20384262.14,0.0761293199255642,,6652376.82,0.0801967659158674,,5187178.153179804,0.044160285057213006,,1465198.6668201964,0.03603648085865439,,8234322.7299999995,0.10234587743387098,,6483972.691474754,0.05411693998738607,,1750350.0385252452,0.04822893744648491,,6740227.009999999,0.08405443936943892,,5290921.716243399,0.04592596477452671,,1449305.2937565995,0.038128474594912205,,21626926.56,0.08878218240474997,,7107575.41,0.07997366074191037,,5449649.367730701,0.04249986922122451,,1657926.0422692988,0.03747379152068586,,8738848.57,0.10603456263727501,,6812061.709663377,0.05604132122834245,,1926786.8603366232,0.04999324140893256,,6777711.029999999,0.08575982262936294,,5449649.367730701,0.0444911757693284,,1328061.662269298,0.041268646860034536,,22624135.009999998,0.09038072344425022,,8379614.010000001,0.0922102940104826,,7016423.560953276,0.055334372337892984,,1363190.4490467245,0.036875921672589615,,0,,,0,,,0,,,0,,,0,,,0,,,8379614.010000001,0.0922102940104826,,73014937.72,0.08564308743182947,,56488495.666062504,0.04749603425296905,,16526442.053937495,0.03814705317886042,,68512526.4,0.06235319812483152,,56296560.29,0.06139479507832078,,87617925.264,8379614.010000001,0.0922102940104826,,185216.7,0.004498834227736829,,4338913.37,0.10706381880168192,,2036948.12,0.12018898272404274,,1316331.35,0.15191202143855842,,502204.47,0.012690738433078616,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE FABRICACION:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
MANO DE OBRA INDIRECTA,4377125.97,0.04263375082193347,,3991053.3029135996,0.03453637926694737,,386072.6670864001,0.008097371554986098,,3891598.66,0.05099920429865013,,3724985.743421562,0.03358635854391454,,166612.91657843813,0.01741284575473559,,3778141.5100000002,0.04255467877738568,,3724985.743421562,0.033465065199467986,,53155.766578438226,0.009089613577917696,,12046866.14,0.04499155869237201,,3630046.88,0.0437615047637943,,3911235.0305926404,0.03329772928096715,,-281188.1505926405,0.010463775482827148,,4243912.12,0.05274834663586711,,4237168.023779501,0.03536451779953326,,6744.096220498905,0.017383828836333853,,3684070.45,0.04594244018975061,,3911235.0305926404,0.033950085046321465,,-227164.5805926402,0.011992355143429147,,11558029.45,0.04744766095277164,,3717019.6899999995,0.04182349880394175,,4067684.431816346,0.03172241821814552,,-350664.74181634653,0.01010108058579623,,4214780.02,0.051140874275731406,,4406654.744730681,0.03625257148530073,,-191874.72473068163,0.014888302790430678,,3599697.0200000005,0.045547733827573114,,4067684.431816346,0.03320875359463032,,-467987.4118163455,0.012338980232942796,,11531496.73,0.04606695532853461,,4295805.539999999,0.047271567805216824,,4406654.744730681,0.03475267310919602,,-110849.20473068208,0.012518894696020806,,0,,,0,,,0,,,0,,,0,,,0,,,4295805.539999999,0.047271567805216824,,39432197.86,0.04625211325802633,,40449341.22781556,0.03401016921788167,,-1017143.3678155616,0.012241944040144656,,48580380.54,0.04421296735001629,,40285663.83,0.043933946633615356,,,4295805.539999999,0.047271567805216824,,556508.08,0.013517342649534868,,1940332.07,0.04787819978013814,,574133.88,0.03387644796010201,,468558.07,0.05407422954338172,,756273.44,0.019111077229011075,,,
MANTENIMIENTO INSTALACIONES,17563.48,0,,96315.48000000001,0,,-78752.00000000001,,,104237.91,0.0013660325568501212,,118512.33,0.0010685672057360817,,-14274.419999999998,,,70099.95,0,,73704.01999999999,0,,-3604.0699999999924,,,191901.34,0,,48911.78,0,,91215.27,0,,-42303.490000000005,,,41435.55,0,,80152.03,0,,-38716.479999999996,,,93785.95,0.0011695637901044864,,105164.4,0,,-11378.449999999997,0.0011695637901044864,,184133.28,0,,167521.08,0.0018849288605772843,,156390.31,0.001219632177039395,,11130.76999999999,,,93073.23999999999,0.0011293227268537197,,128175.98,0.001054475366649689,,-35102.740000000005,,,27182.5,0,,151167.39,0.0012341371830094901,,-123984.89000000001,-0.0012341371830094901,,287776.81999999995,0.0011496341040481517,,96646.43999999999,0.0010635092066092033,,124334.4,0,,-27687.960000000006,0.0010635092066092033,,0,,,0,,,0,,,0,,,0,,,0,,,96646.43999999999,0.0010635092066092033,,760457.8799999999,0,,1125131.61,0,,-364673.7300000002,,,1102203.5400000003,0.001003114602755485,,1063701.1100000003,0.0011600302280747458,,,96646.43999999999,0.0010635092066092033,,3200,7.772662793774994e-05,,32610,0.0008046602532474272,,3806.21,0.00022458328881448328,,44210,0.005102081985511222,,12820.23,0.00032396801562102276,,,
MANTENIMIENTO ACTIVO FIJO,539467.5,0.005254480480837383,,715704.6400000001,0.006193314148951406,,-176237.14000000013,-0.0009388336681140233,,610739.2899999999,0.008003707613549883,,623586.8499999999,0.005622574949275446,,-12847.55999999994,0.002381132664274437,,362631.4199999999,0.004084458867367102,,618680.9600000001,0.0055581954107163205,,-256049.54000000015,-0.0014737365433492187,,1512838.21,0.005650012901801696,,264720.5,0.0031912996731943057,,595713.47,0.00507151978797857,,-330992.97,-0.0018802201147842638,,280758.26,0.0034895948833556204,,676427.17,0.005645638917149953,,-395668.91000000003,-0.0021560440337943325,,349457.24,0.004357929243067359,,544274.29,0.0047243794580215685,,-194817.05000000005,,,894936,0.003673863272811582,,766853.7100000002,0.008628554029258668,,526432.81,0.004105461483676747,,240420.90000000014,0.004523092545581922,,533478.4799999999,0.006473067572928346,,521156.07,0.0042874354305304395,,12322.409999999858,0.0021856321423979067,,776623.2999999999,0.009826780186264525,,449854.42000000004,0.0036726311585003092,,326768.8799999999,0.006154149027764216,,2076955.49,0.008297189689892468,,703947.4500000002,0.0077463235484315,,543103.8300000001,0.0042831378816122565,,160843.6200000001,0.0034631856668192436,,0,,,0,,,0,,,0,,,0,,,0,,,703947.4500000002,0.0077463235484315,,5188677.15,0.0060860742293184795,,5814934.51,0.004889249136646077,,-626257.3599999994,0.0011968250926724022,,6821401.890000001,0.006208152667630575,,5751935.130000001,0.006272832243942136,,,703947.4500000002,0.0077463235484315,,92683.37,0.0022512393175021296,,499377.43,0.012322268300823346,,10341.8,0.000610212115532675,,62382.670000000006,0.007199310038794195,,39162.18,0.0009896307431296713,,,
DEPRECIACIONES Y AMORT.,1797267.2700000003,0.017505606526923106,,1757982.79,0.015212615761328676,,39284.480000000214,0.00229299076559443,,1807672.24,0.023689453596625124,,1757982.79,0.015850863430348732,,49689.44999999995,0.007838590166276391,,1792809.54,0.020193111846605393,,1757982.79,0.015793619825469125,,34826.75,0.004399492021136268,,5397749.050000001,0.02015903060327109,,1786681.85,0.021539084445697246,,1757982.79,0.014966330216455867,,28699.060000000056,0.0065727542292413794,,1781728.9,0.02214542878619791,,1757982.79,0.014672586340527765,,23746.10999999987,0.007472842445670145,,1781577.5,0.022217278102582273,,1757982.79,0.015259544559107219,,23594.709999999963,0.006957733543475054,,5349988.25,0.021962604411542845,,1785197.5099999998,0.020086847031010695,,1757982.79,0.013709879962291078,,27214.71999999974,0.0063769670687196175,,1651712.55,0.020041383763415896,,1757982.79,0.014462534611001946,,-106270.23999999999,0.00557884915241395,,1651711.44,0.020899456985154122,,1757982.79,0.014352248379956576,,-106271.3500000001,0.006547208605197545,,5088621.5,0.020328436525890663,,1646497.6,0.018118260292463516,,1757982.79,0.013864167894141721,,-111485.18999999994,0.004254092398321795,,0,,,0,,,0,,,0,,,0,,,0,,,1646497.6,0.018118260292463516,,17482856.400000002,0.020506568189719732,,17579827.899999995,0.014781277112347325,,-96971.49999999255,0.0057252910773724075,,21299293.58,0.019384470874112908,,17776747.139999997,0.019386615135939148,,,1646497.6,0.018118260292463516,,283853.01,0.00689466790540013,,1000697.75,0.024692477919016576,,141103.44,0.008325729431176185,,64182.55,0.007407026286794238,,156660.85,0.003958829498378945,,,
