UREBLOCK SA DE CV,20.564370967741933,Unnamed: 2,Unnamed: 3,18,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,20.459935714285706,Unnamed: 11,Unnamed: 12,18.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,20.374246666666668,Unnamed: 20,Unnamed: 21,18.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,T1,Unnamed: 29,Unnamed: 30,20.098163333333336,Unnamed: 32,Unnamed: 33,18.3,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,19.46746774193548,Unnamed: 41,Unnamed: 42,18.4,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,19.07029,Unnamed: 50,Unnamed: 51,19,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,T2,Unnamed: 59,Unnamed: 60,18.68416129032258,Unnamed: 62,Unnamed: 63,19.1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,18.72754193548387,Unnamed: 71,Unnamed: 72,19.2,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,18.525080000000003,Unnamed: 80,Unnamed: 81,19.3,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,T3,Unnamed: 89,Unnamed: 90,18.4134709677419,Unnamed: 92,Unnamed: 93,19.4,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,20.29187,Unnamed: 101,Unnamed: 102,19.5,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,20.26635333333333,Unnamed: 110,Unnamed: 111,19.6,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,T4,Unnamed: 119,Unnamed: 120,19.419952812634165,Unnamed: 122,Unnamed: 123,19.722482439455383,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,17.795905103909046,Unnamed: 131,Unnamed: 132,16.94872393510507,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
TRANSPORTE DE PERSONAL,27300,0,,25871.439689171188,0,,1428.5603108288124,,,6092.34,0,,190599.4008220187,0.00171854075564421,,-184507.0608220187,-0.00171854075564421,,0,0,,37558.325688117286,0,,-37558.325688117286,,,33392.34,0,,6939.62,0,,11978.226914052635,0,,-5038.606914052635,,,5508.56,0,,13523.449969635692,0,,-8014.889969635692,,,0,0,,14224.990775353923,0,,-14224.990775353923,,,12448.18,0,,34333.55,0,,0,0,,34333.55,,,0,0,,22825.117523785604,0,,-22825.117523785604,,,50000,0,,0,0,,50000,,,84333.55,0,,6900,0,,16477.9445036209,0,,-9577.9445036209,,,,,,,,,0,,,,,,,,,0,,,6900,0,,137074.07,0,,333058.89588575595,0,,-195984.82588575594,,,314778.52,0,,291434.45,0,,,6900,7.592844108488118e-05,,0,0,,0,0,,0,0,,0,0,,6900,0.00017436343246455464,,,
DEPRECIACIONES Y AMORT.,122909.08,0.0011971497111089738,,157303.44884413012,0.0013612174924633779,,-34394.36884413012,,,111202.4,0.001457301847282528,,157303.33252754493,0.001418326536082215,,-46100.93252754494,,,121563.89,0.0013692214217459122,,157303.47459153613,0.0014132056861171343,,-35739.58459153613,,,355675.37,0.0013283445751631907,,116740.58,0.001407349165638905,,156612.96537526348,0.0013333016507997568,,-39872.385375263475,,,116740.18,0.0014509846827303109,,96841.35116365779,0,,19898.828836342203,0.0014509846827303109,,116280.93,0.001450088901457782,,96841.07646432356,0,,19439.853535676433,0.001450088901457782,,349761.69,0.0014358307489334542,,115675.66,0.0013015698681045117,,96403.81642772382,0,,19271.84357227618,0.0013015698681045117,,115131.03,0.001396965322632772,,96317.09712633878,0,,18813.932873661222,0.001396965322632772,,106319.45999999999,0.00134528279404229,,95622.14782670133,0,,10697.312173298662,0.00134528279404229,,337126.15,0.0013467787968692298,,106102.36,0.001167563302931428,,105323.61720929244,0,,778.7427907075617,0.001167563302931428,,,,,,,,0,,,,,,,,,0,,,106102.36,0.001167563302931428,,1148665.57,0.0013473306820954204,,1215872.3275565126,0.0010223163678893326,,-67206.75755651249,,,1367697.8,0.0012447407266869695,,1141949.01,0.0012453642833182995,,,106102.36,0.001167563302931428,,0,0,,455.06,1.122872415954536e-05,,0,0,,0,0,,1447.01,3.6566033392831186e-05,,,
COMBUSTIBLE,0,0,,0,0,,0,,,1783.08,0,,2527.273131223364,0,,-744.1931312233642,,,2640.45,0,,0,0,,2640.45,,,4423.53,0,,1466.09,0,,0,0,,1466.09,,,0,0,,4214.703713887359,0,,-4214.703713887359,,,0,0,,0,0,,0,,,1466.09,0,,0,0,,3355.8342690480636,0,,-3355.8342690480636,,,432.79,0,,0,0,,432.79,,,1656.03,0,,3157.695461617905,0,,-1501.665461617905,,,2088.82,0,,519.36,0,,1414.150814912808,0,,-894.7908149128081,,,,,,,,,0,,,,,,,,,0,,,519.36,0,,8497.8,0,,14669.6573906895,0,,-6171.8573906895,,,14897.24,0,,12213.66,0,,,519.36,5.715100748093317e-06,,0,0,,0,0,,0,0,,0,0,,0,0,,,
DIVERSOS,243876.19,0.0023753843931209736,,288171.78258416266,0.0024936800443365052,,-44295.59258416266,,,130613.24,0.0017116799271558545,,247226.45602301363,0.002229118972654963,,-116613.21602301362,,,171735.25,0.0019343209827267758,,297380.30202032876,0.002671648130123197,,-125645.05202032876,,,546224.6799999999,0.002039991103399287,,149569.36,0.0018031117714263968,,280230.9167383526,0.002385705059584989,,-130661.55673835264,,,195108.22,0.0024250351395275877,,331714.3979266684,0.00276857553535847,,-136606.1779266684,,,141052.59,0.001759005498845554,,300002.6129022304,0.002604066015589481,,-158950.0229022304,,,485730.17,0.001994004299815323,,210218.37,0.002365354095356322,,223254.65302384243,0.0017410833094559613,,-13036.283023842436,,,166518.27,0.002020482651590983,,192161.50749582014,0.001580870113671937,,-25643.237495820154,,,172201.9,0.002178907353097834,,234521.9099473477,0.001914647129228235,,-62320.00994734772,,,548938.54,0.0021929440550854675,,215766.69,0.002374322957934032,,233289.01260331308,0.0018398121170406204,,-17522.322603313078,,,,,,,,,0,,,,,,,,,0,,,215766.69,0.002374322957934032,,1796660.0799999996,0.002107397761630491,,2627953.5512650805,0.002209606937029595,,-831293.4712650809,,,1984682.18,0.0018062577412757985,,2414674.11,0.0026333477818308213,,,215766.69,0.002374322957934032,,0,0,,0,0,,0,0,,0,0,,6256,0.0001580895121011962,,,
SEGUROS,397820.36,0.0038748197370549672,,397820.36,0.0034425185008286957,,0,,,352636.93,0.004621289194379254,,358269.17,0.0032303363362131622,,-5632.239999999991,0.0013909528581660916,,352636.93,0.003971887035325323,,358269.17,0.0032186703410028083,,-5632.239999999991,,,1103094.22,0.004119737678296002,,352636.93,0.004251163470397053,,358269.17000000004,0.003050072352867325,,-5632.240000000049,0.0012010911175297286,,352636.93,0.004382987793877317,,358269.17000000004,0.0029902086413338665,,-5632.240000000049,0.0013927791525434503,,352636.93,0.004397581774046224,,358269.17000000004,0.003109828147845156,,-5632.240000000049,0.001287753626201068,,1057910.79,0.004342902282724224,,352636.93,0.0039678321478250475,,358269.17000000004,0.0027940133104998465,,-5632.240000000049,0.001173818837325201,,400993.35000000003,0.004865532815578442,,358269.17000000004,0.0029474010215878965,,42724.17999999999,0.0019181317939905456,,400993.35000000003,0.005073854346893579,,358269.17000000004,0.0029249251721746874,,42724.17999999999,0.0021489291747188916,,1154623.6300000001,0.00461258381542987,,410932.07,0.004521946589403372,,358269.17000000004,0.0028254565132431147,,52662.899999999965,0.0016964900761602575,,,,,,,,0,,,,,,,,,0,,,410932.07,0.004521946589403372,,3726560.71,0.004371080420974308,,3622242.8899999997,0.003045614338768347,,104317.8200000003,0.0013254660822059608,,3671205.190000001,0.0033411610488936773,,3054919.3300000005,0.0033315738169436043,,,410932.07,0.004521946589403372,,9512.56,0.00023105600370485082,,55740.61,0.001375414086438702,,0,0,,0,0,,21477.96,0.0005427493953531023,,,
TELEFONO,38125.759999999995,0,,43759.56672367329,0,,-5633.806723673297,,,38164.3,0,,23400.882741955,0,,14763.417258045003,,,38272.770000000004,0,,64939.98058512463,0,,-26667.210585124623,,,114562.83,0,,39267.619999999995,0,,44017.8995110611,0,,-4750.279511061104,,,38739.270000000004,0,,24529.639043832554,0,,14209.63095616745,,,39784.47,0,,44069.09884375538,0,,-4284.628843755381,,,117791.36,0,,33582.16,0,,44846.29939613522,0,,-11264.139396135215,,,19059.6,0,,44486.36633971533,0,,-25426.76633971533,,,18533.34,0,,42958.80589442593,0,,-24425.46589442593,,,71175.1,0,,18221.07,0,,24493.05055507794,0,,-6271.980555077942,,,,,,,,,0,,,,,,,,,0,,,18221.07,0,,321750.36000000004,0,,401501.5896347564,0,,-79751.22963475634,,,445568.88999999996,0,,368361.88999999996,0,,,18221.07,0.00020050687536210085,,0,0,,0,0,,0,0,,0,0,,1366.87,3.454089056997475e-05,,,
DERECHOS Y CONTRIB,61130.520000000004,0,,70192.85009648328,0,,-9062.330096483274,,,86310.95,0.001131100649587688,,53154.44409492112,0,,33156.50590507888,0.001131100649587688,,103285.1,0.0011633402934635335,,48051.19215768444,0,,55233.907842315566,0.0011633402934635335,,250726.57,0,,108888.70000000001,0.0013126919627477012,,214217.22038599517,0.0018237070786956367,,-105328.52038599516,,,141942.77000000002,0.0017642322043216955,,48904.83697490513,0,,93037.93302509488,0.0017642322043216955,,309662.05,0.0038616607375574377,,48051.19215768443,0,,261610.85784231557,0.0038616607375574377,,560493.52,0.00230092046557171,,156813.8,0.0017644517176990152,,145777.92261141085,0.0011368699577284263,,11035.877388589142,,,310675.27999999997,0.0037696404936117286,,255730.72182471302,0.0021038399445801304,,54944.55817528695,0.0016658005490315982,,154840.49,0.0019592297310208054,,307993.61823106394,0.002514473368817081,,-153153.12823106395,,,622329.57,0.002486132474566998,,207404.69,0.0022823064906366732,,142799.1037827934,0.0011261718608619688,,64605.58621720661,0.0011561346297747045,,,,,,,,0,,,,,,,,,0,,,207404.69,0.0022823064906366732,,1640954.35,0.0019247622645057142,,1334873.102317655,0.0011223732875778624,,306081.2476823451,,,1419934.5299999998,0.0012922813348973145,,1048899.2799999998,0.0011438879395414337,,,207404.69,0.0022823064906366732,,2411.76,5.85806163109837e-05,,28491.69,0.0007030398801241087,,80.67,4.759888158736477e-06,,0,0,,80079.97,0.0020236258609939942,,,
GASTOS DE VIAJE,852.14,0,,2841.647353358618,0,,-1989.5073533586183,,,18145.58,0,,11811.441641501511,0,,6334.138358498491,,,10270.45,0,,5166.079742132464,0,,5104.370257867537,,,29268.170000000002,0,,6559.860000000001,0,,4354.2694666548705,0,,2205.59053334513,,,2561.09,0,,2450.5763618336796,0,,110.51363816632056,,,8288.07,0,,5591.258247767761,0,,2696.811752232239,,,17409.02,0,,42657.53999999999,0,,2049.388427177656,0,,40608.15157282234,,,9317.68,0,,0,0,,9317.68,,,7201.17,0,,19370.45454043574,0,,-12169.284540435741,,,59176.38999999999,0,,9607.31,0,,4083.6261048501015,0,,5523.683895149898,,,,,,,,,0,,,,,,,,,0,,,9607.31,0,,115460.88999999997,0,,57718.74188571241,0,,57742.148114287564,,,311182.47000000003,0,,69626.27,0,,,9607.31,0.00010572001033611446,,2135.34,5.186649303143593e-05,,4808.18,0.00011864309526093881,,0,0,,0,0,,1251.73,3.163129555345753e-05,,,
ARRENDAM MAQ Y EQUIPO,31535.68,0,,8251.8152137894,0,,23283.8647862106,,,22414.24,0,,58105.44672763235,0,,-35691.20672763235,,,22414.25,0,,81695.1989745725,0,,-59280.9489745725,,,76364.17000000001,0,,22414.24,0,,33178.630970710874,0,,-10764.390970710872,,,22414.24,0,,33178.630970710874,0,,-10764.390970710872,,,22414.24,0,,33178.630970710874,0,,-10764.390970710872,,,67242.72,0,,22414.24,0,,33178.630970710874,0,,-10764.390970710872,,,22414.24,0,,33178.630970710874,0,,-10764.390970710872,,,22414.24,0,,8251.8152137894,0,,14162.424786210602,,,67242.72,0,,22414.24,0,,64539.72036768295,0,,-42125.48036768295,,,,,,,,,0,,,,,,,,,0,,,22414.24,0,,233263.84999999998,0,,386737.151351021,0,,-153473.30135102104,,,412870.16000000003,0,,350098.80000000005,0,,,22414.24,0.000246649029174259,,0,0,,0,0,,0,0,,0,0,,4980.95,0.00012586891868613382,,,
PAPELERIA,34227.94,0,,94258.38686565965,0,,-60030.446865659644,,,46959.06,0,,49.52781669969191,0,,46909.5321833003,,,14295.62,0,,21640.21043651893,0,,-7344.590436518929,,,95482.62,0,,26185.46,0,,52862.16794050215,0,,-26676.70794050215,,,36134.28,0,,14796.095620765194,0,,21338.184379234805,,,30332.85,0,,30526.66943474958,0,,-193.81943474958098,,,92652.59,0,,63685.83,0,,35495.056642059986,0,,28190.773357940016,,,47556.229999999996,0,,9981.539394074402,0,,37574.69060592559,,,29740.98,0,,42770.03512043481,0,,-13029.055120434812,,,140983.03999999998,0,,66905.51000000001,0,,30149.804558576652,0,,36755.70544142336,,,,,,,,,0,,,,,,,,,0,,,66905.51000000001,0,,396023.75999999995,0,,332529.4938300411,0,,63494.266169958864,,,413616.41,0,,330472.97,0,,,66905.51000000001,0.0007362363875781057,,4394,0.0001067283759870229,,0,0,,4461.45,0.0002632453579496077,,8121.45,0.0009372608853478875,,36700,0.0009274113002100225,,,
MENSAJERIA Y PAQUETERIA,0,0,,1231.3236634280279,0,,-1231.3236634280279,,,0,0,,825.6744207921909,0,,-825.6744207921909,,,0,0,,0,0,,0,,,0,0,,0,0,,1702.7849474329637,0,,-1702.7849474329637,,,0,0,,12518.643966772743,0,,-12518.643966772743,,,109.29,0,,16620.792381456617,0,,-16511.502381456616,,,109.29,0,,0,0,,0,0,,0,,,0,0,,37872.8072625053,0,,-37872.8072625053,,,-18602.05,0,,20518.643880736505,0,,-39120.69388073651,,,-18602.05,0,,0,0,,5806.123094711638,0,,-5806.123094711638,,,,,,,,,0,,,,,,,,,0,,,0,0,,-18492.76,0,,97096.793617836,0,,-115589.55361783599,,,99536.13,0,,97934.74,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,,
EQUIPOS MENORES,3534.12,0,,4914.735470422602,0,,-1380.615470422602,,,2638,0,,13409.371673360789,0,,-10771.371673360789,,,7898.62,0,,1722.3501942747846,0,,6176.2698057252155,,,14070.739999999998,0,,10907.57,0,,34458.315491025314,0,,-23550.745491025315,,,4876,0,,1815.6090150464327,0,,3060.3909849535676,,,4775.7,0,,4934.323243752477,0,,-158.6232437524768,,,20559.27,0,,10641.92,0,,0,0,,10641.92,,,72984.88,0,,0,0,,72984.88,,,358.5,0,,22849.121147212703,0,,-22490.621147212703,,,83985.3,0,,26742.94,0,,5264.83679802331,0,,21478.10320197669,,,,,,,,,0,,,,,,,,,0,,,26742.94,0,,145358.25,0,,89368.66303311841,0,,55989.58696688159,,,73757.69,0,,50834.42,0,,,26742.94,0.00029428257162703074,,0,0,,0,0,,0,0,,0,0,,0,0,,,
HONORARIOS,685575.0900000001,0.006677586561847252,,502876.932396368,0.004351620272563421,,182698.15760363208,0.002325966289283831,,715229.33,0.009373044321342389,,532414.1591661276,0.004800515780547681,,182815.1708338724,0.004572528540794708,,736831.03,0.00829921476256728,,503923.1631072784,0.004527217731957561,,232907.86689272162,0.0037719970306097188,,2137635.45,0.007983449778049085,,778621.98,0.009386564585349089,,517819.45860393316,0.004408380476792303,,260802.52139606682,0.004978184108556786,,706739.1799999999,0.008784188313444265,,548293.9818908884,0.0045762056574432265,,158445.19810911152,0.004207982656001039,,709837.1799999999,0.008852070726989283,,549838.9217361632,0.004772681265306613,,159998.25826383673,0.0040793894616826705,,2195198.34,0.009011659557625295,,742889.1799999999,0.008358907760101553,,523399.0688158962,0.004081802419602107,,219490.11118410376,0.004277105340499446,,742537.1799999999,0.009009723019289661,,509612.24914155505,0.004192466975970957,,232924.9308584449,0.0048172560433187035,,2302943.69,0.029139637483159356,,487919.5651726145,0.003983396668404116,,1815024.1248273854,0.02515624081475524,,3788370.05,0.015134086922757025,,1490510.4300000002,0.016401758459515352,,519926.76104194246,0.004100354081249449,,970583.6689580576,0.012301404378265903,,,,,,,,0,,,,,,,,,0,,,1490510.4300000002,0.016401758459515352,,9611714.27,0.011274088718011617,,5196024.261072767,0.004368863843393844,,4415690.008927233,0.006905224874617773,,6127401.01,0.005576542995016787,,5042689,0.005499356554004169,,,1490510.4300000002,0.016401758459515352,,579216.35,0.01406891679122236,,363039.76,0.008958100742731836,,139373.94,0.008223681252540575,,163784.5,0.018901650010313565,,154953.38,0.003915681624461518,,,
NO DEDUCIBLES,1815,0,,0,0,,1815,,,8439.82,0,,0,0,,8439.82,,,8113.4,0,,0,0,,8113.4,,,18368.22,0,,6773.5599999999995,0,,0,0,,6773.5599999999995,,,5133.88,0,,0,0,,5133.88,,,57,0,,0,0,,57,,,11964.439999999999,0,,7334.66,0,,0,0,,7334.66,,,95.24,0,,0,0,,95.24,,,4762,0,,0,0,,4762,,,12191.9,0,,2063.02,0,,0,0,,2063.02,,,,,,,,,0,,,,,,,,,0,,,2063.02,0,,44587.579999999994,0,,0,0,,44587.579999999994,,,46713.22,0,,10823.87,0,,,2063.02,2.2701723554627764e-05,,246.02,5.975720314139139e-06,,0,0,,0,0,,0,0,,0,0,,,
COMEDOR,513175.2,0.004998390211921608,,815840.1868623813,0.007059832073434572,,-302664.9868623813,-0.002061441861512964,,294549.6,0.0038600576623915466,,415826.9477554918,0.003749306419280167,,-121277.34775549185,,,516802.2,0.0058209443860789195,,469450.1117101304,0.00421751375130004,,47352.0882898696,0.001603430634778879,,1324527,0.004946725029363646,,397188.57999999996,0.0047882494387495875,,386291.0880691034,0.0032886328675130186,,10897.491930896533,0.001499616571236569,,557268.64,0.006926392102581578,,484315.2715740319,0.004042222528359413,,72953.3684259681,0.0028841695742221644,,503066.77,0.006273526878992237,,353055.184859695,0.003064570003663319,,150011.58514030505,0.003208956875328918,,1457523.9900000002,0.005983381891110421,,680019.27,0.007651502412542331,,342602.50391726475,0.002671834576654791,,337416.76608273527,0.00497966783588754,,411598.04,0.00499420693746609,,382425.3560020076,0.003146128607609279,,29172.683997992368,0.001848078329856811,,509674,0.006449013781397218,,322438.19026728824,0.002632399486629683,,187235.80973271176,0.003816614294767535,,1601291.31,0.006396967971541077,,631531,0.006949444105329869,,319961.0404208026,0.0025233430095059533,,311569.9595791974,0.004426101095823916,,,,,,,,0,,,,,,,,,0,,,631531,0.006949444105329869,,5014873.300000001,0.005882210488742265,,4292205.881438197,0.0036089252362240137,,722667.4185618041,0.0022732852525182514,,5630367.74,0.005124193394332045,,4883366.14,0.005325605364045064,,,631531,0.006949444105329869,,18908,0.00045926721282718,,249284,0.00615114770225488,,134038,0.007908837102029501,,77546,0.008949243375898058,,52111,0.0013168482361102039,,,
CAPACITACION Y ADIESTRAMIENTO,25109.34,0,,36968.90700066598,0,,-11859.567000665982,,,8166.67,0,,27302.909974283582,0,,-19136.239974283584,,,8166.67,0,,27302.909974283582,0,,-19136.239974283584,,,41442.68,0,,8166.67,0,,27302.909974283582,0,,-19136.239974283584,,,8166.67,0,,27302.909974283582,0,,-19136.239974283584,,,8166.67,0,,27302.909974283582,0,,-19136.239974283584,,,24500.010000000002,0,,8166.67,0,,27302.909974283582,0,,-19136.239974283584,,,8166.67,0,,27302.909974283582,0,,-19136.239974283584,,,8166.67,0,,27302.909974283582,0,,-19136.239974283584,,,24500.010000000002,0,,8166.67,0,,27302.909974283582,0,,-19136.239974283584,,,,,,,,,0,,,,,,,,,0,,,8166.67,0,,98609.37,0,,282695.0967692183,0,,-184085.72676921828,,,127899.99999999994,0,,243046.69999999995,0,,,8166.67,8.986703216734298e-05,,0,0,,0,0,,0,0,,0,0,,0,0,,,
EQUIPO DE TRABAJO,40921.65,0,,42475.184402266466,0,,-1553.534402266465,,,23340.98,0,,42475.184402266466,0,,-19134.204402266467,,,23340.98,0,,42475.184402266466,0,,-19134.204402266467,,,87603.61,0,,23340.98,0,,42475.184402266466,0,,-19134.204402266467,,,23340.98,0,,42475.184402266466,0,,-19134.204402266467,,,23340.98,0,,42475.184402266466,0,,-19134.204402266467,,,70022.94,0,,23340.98,0,,42475.184402266466,0,,-19134.204402266467,,,23340.98,0,,42475.184402266466,0,,-19134.204402266467,,,23340.98,0,,42475.184402266466,0,,-19134.204402266467,,,70022.94,0,,23340.98,0,,42475.184402266466,0,,-19134.204402266467,,,,,,,,,0,,,,,,,,,0,,,23340.98,0,,250990.47000000006,0,,424751.84402266465,0,,-173761.3740226646,,,591569.87,0,,350774.89999999997,0,,,23340.98,0.00025684698910049126,,0,0,,0,0,,0,0,,0,0,,3570.39,9.022397907784365e-05,,,
DONATIVOS,442,0,,0,0,,442,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,442,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,,,,0,,,,,,,,,0,,,0,0,,442,0,,0,0,,442,,,171.55,0,,171.55,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,,
RECLUTAMIENTO,0,0,,18165,0,,-18165,,,0,0,,18165,0,,-18165,,,0,0,,18165,0,,-18165,,,0,0,,0,0,,18165,0,,-18165,,,0,0,,18165,0,,-18165,,,42000,0,,18165,0,,23835,,,42000,0,,399204,0.004491799723699813,,18165,0,,381039,0.004491799723699813,,170834.4,0.002072853276069675,,18165,0,,152669.4,0.002072853276069675,,78900,0.0009983385210001695,,18165,0,,60735,0.0009983385210001695,,648938.4,0.002592431579674976,,0,0,,18165,0,,-18165,,,,,,,,,0,,,,,,,,,0,,,0,0,,690938.4,0,,181650,0,,509288.4,,,429504,0,,429504,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,,
ARTICULOS DE LIMPIEZA,35325,0,,68402.25594120125,0,,-33077.25594120125,,,35620.7,0,,63216.95810595834,0,,-27596.258105958346,,,45688.14,0,,57478.43033335478,0,,-11790.29033335478,,,116633.84,0,,42214,0,,82031.61324846496,0,,-39817.61324846496,,,37440.1,0,,9932.638636277401,0,,27507.4613637226,,,22967.5,0,,86305.72019713999,0,,-63338.22019713999,,,102621.6,0,,62257.56,0,,45965.84597134865,0,,16291.714028651346,,,31375,0,,43533.43632015207,0,,-12158.436320152068,,,49259.5,0,,54908.03656332144,0,,-5648.536563321439,,,142892.06,0,,44807,0,,53905.06275091807,0,,-9098.06275091807,,,,,,,,,0,,,,,,,,,0,,,44807,0,,406954.5,0,,565679.998068137,0,,-158725.49806813698,,,595203.5499999999,0,,517028.04999999993,0,,,44807,0.0004930616898101842,,0,0,,0,0,,0,0,,0,0,,4144,0.00010471913972943687,,,
,,0,,0,0,,0,,,,0,,,0,,0,,,,0,,,0,,0,,,0,0,,,0,,,0,,0,,,,0,,,0,,0,,,,0,,,0,,0,,,0,0,,,0,,,0,,0,,,,0,,,0,,0,,,,0,,,0,,0,,,0,0,,,0,,,0,,0,,,,,,,,,0,,,,,,,,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,,,0,,1545589.5679000001,0.037541707902697195,,2412133.22728,0.05952001636092177,,319252.92714000004,0.01883734012068483,,410468.04918000003,0.04737031529855717,,380063.0085,0.009604216045632639,,,
GASTOS DE ADMON PLANTA,11364519.569999997,0.11069183269549959,,11679071.26234841,0.10106425647277367,,-314551.69234841,0.00962757622272592,,11045197.290000001,0.14474675379593405,,11282127.69129165,0.1017253788010175,,-236930.40129165046,0.04302137499491655,,11384719.229999997,0.12823052511957805,,11586901.019171378,0.10409607573697209,,-202181.78917137586,0.024134449382605963,,33794436.09,0.12621243874955598,,11509735.59,0.13875395153348483,,11717135.306233214,0.0997521233890919,,-207399.71623321366,0.03900182814439293,,11720395.76,0.14567490578905465,,11529785.759203771,0.09623062182520274,,190610.00079622815,0.04944428396385191,,11706480.54,0.1459864270623352,,11297198.47099453,0.09806131461686209,,409282.069005471,0.04792511244547311,,34936611.89,0.14342068628275476,,12380563.49,0.1393047456028246,,11143297.567458179,0.08690259819548164,,1237265.922541822,0.05240214740734296,,12539249.589999998,0.15214748664254285,,11412144.60113691,0.09388518318754506,,1127104.9888630924,0.05826230345499779,,13395208.3,0.1694924263968466,,11194064.713731753,0.0913888338763462,,2201143.5862682476,0.0781035925205004,,38315021.379999995,0.15306394474642565,,12782600.339999998,0.14066129229380753,,11015236.988743465,0.08687064280401714,,1767363.351256539,0.053790649489790385,,0,,,0,,,0,,,0,,,0,,,0,,,12782600.339999998,0.14066129229380753,,119828669.69999997,0.14055339299626415,,113856963.38031322,0.09573195690355943,,5971706.319686766,0.044821436092704725,,58146996.229999974,0.05291953700736716,,105336400.3,0.11487569893067205,,,12782600.339999998,0.14066129229380753,,3351868.6279,0.08141545179281241,,5398402.5472800005,0.1332069905190396,,774123.7071400001,0.045676735676371275,,1012397.3191800001,0.11683632943605819,,2245808.1384999994,0.05675171241821621,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE VENTA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
