UREBLOCK SA DE CV,20.564370967741933,Unnamed: 2,Unnamed: 3,18,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,20.459935714285706,Unnamed: 11,Unnamed: 12,18.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,20.374246666666668,Unnamed: 20,Unnamed: 21,18.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,T1,Unnamed: 29,Unnamed: 30,20.098163333333336,Unnamed: 32,Unnamed: 33,18.3,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,19.46746774193548,Unnamed: 41,Unnamed: 42,18.4,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,19.07029,Unnamed: 50,Unnamed: 51,19,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,T2,Unnamed: 59,Unnamed: 60,18.68416129032258,Unnamed: 62,Unnamed: 63,19.1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,18.72754193548387,Unnamed: 71,Unnamed: 72,19.2,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,18.525080000000003,Unnamed: 80,Unnamed: 81,19.3,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,T3,Unnamed: 89,Unnamed: 90,18.4134709677419,Unnamed: 92,Unnamed: 93,19.4,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,20.29187,Unnamed: 101,Unnamed: 102,19.5,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,20.26635333333333,Unnamed: 110,Unnamed: 111,19.6,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,T4,Unnamed: 119,Unnamed: 120,20.564370967741933.1,Unnamed: 122,Unnamed: 123,18.5,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,16.94872393510507,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145
TOTAL VENTAS C/TRANSFERENC,95532567.03551406,,,112490814.3228959,,,-16958247.287381835,-0.15075228488171974,,81859690.37000002,,,102566666.07534245,,,-20706975.705342423,-0.2018879670918785,,91820489.21224076,,,102601692.7179236,,,-10781203.50568285,-0.10507822259154075,,269212746.6177548,,,84877036.63999999,,,105637409.72653814,,,-20760373.086538132,-0.19652482146504913,,86583316.82935,,,112539976.83763994,,,-25956660.00828994,-0.2306439075044178,,75158877.35303499,,,112635176.32552825,,,-37476298.97249325,-0.3327228686017463,,246619230.82238498,,,84404180.71000001,,,135624967.47120452,,,-51220786.76120451,-0.3776648777599121,,77654057.19,,,121625303.52109024,,,-43971246.33109025,-0.3615304139690429,,84640486.32000001,,,116658601.92311484,,,-32018115.603114862,-0.27445996330572114,,246698724.21999997,,,92544341.67999996,,,128841668.62782186,,,-36297326.94782189,-0.2817204040772871,,0,,,0,,,0,,,0,,,0,,,0,,,92544341.67999996,,,855075043.3401397,1,,1151222277.5490997,,,-296147234.20896,-0.25724592025741894,,1078296570.53,1,,927162128.7499999,1,,,92544341.67999996,1,,73025520.51999941,1,,91615666.76999997,1,-72096845.60999942
,0.15753256366803933,,,,,,,,,0.1526226130133004,,,,,,,,,0.15851490701360027,,,,,,,,,0.1869463321454706,,,0.15178625042775204,,,,,,,,,0.15369977300956178,,,,,,,,,0.14802990146362138,,,,,,,,,0.1869463321454706,,,0.14145901049404355,,,,,,,,,0.153457813074589,,,,,,,,,0.1601393536212245,,,,,,,,,0.1869463321454706,,,0.14653915568871712,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1869463321454706,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVENTARIO INICIAL,154002451.59,,,,,,,,,133968398.27000001,,,,,,,,,121080703.61,,,,,,,,,154002451.59,,,127076769.04999998,,,,,,,,,118201322.57000001,,,,,,,,,124272932.44999999,,,,,,,,,127076769.04999998,,,120780035.03999999,,,,,,,,,123855354.22,,,,,,,,,128496003.57,,,,,,,,,120780035.03999999,,,122591304.22,,,,,,,,,0,,,,,,,,,0,,,,,,,,,122591304.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
(+) COMPRAS,33443066.880000003,,,,,,,,,36387453.940000005,,,,,,,,,64617052.82,,,,,,,,,134447573.64000002,,,44446683.73,,,,,,,,,56132723.65,,,,,,,,,46273332.06999999,,,,,,,,,146852739.45,,,58658353.800000004,,,,,,,,,53847340.09,,,,,,,,,50098707.559999995,,,,,,,,,162604401.45000002,,,59320792.36,,,,,,,,,0,,,,,,,,,0,,,,,,,,,59320792.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
(+)TRANSFERENCIAS RECIBIDAS,2478377.2500000005,,,,,,,,,2069794.9900000002,,,,,,,,,1912192.6100000006,,,,,,,,,6460364.8500000015,,,2020083.7300000004,,,,,,,,,1777809.530000001,,,,,,,,,2629636.15,,,,,,,,,6427529.410000001,,,1406660.6099999996,,,,,,,,,1180910.27,,,,,,,,,1592500.6699999997,,,,,,,,,4180071.549999999,,,3209799.7600000007,,,,,,,,,,,,,,,,,,,,,,,,,,,3209799.7600000007,,,,,,,,,,,,,,,,,,,,,,,,,,,
(--) INVENTARIO FINAL,133968398.27000001,,,,,,,,,121080703.61,,,,,,,,,127076044.63999999,,,,,,,,,127076044.63999999,,,118201322.57000001,,,,,,,,,124272932.44999999,,,,,,,,,120780035.03999999,,,,,,,,,120780035.03999999,,,123855354.22,,,,,,,,,128481271.17,,,,,,,,,122591304.22,,,,,,,,,122591304.22,,,125791336.94000001,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATERIALES,55955497.44999999,0.5857216987501093,,68097862.73494178,0.6053637636533797,,-12142365.284941792,-0.019642064903270473,,51344943.59000001,0.6272310994327549,,62076935.66410758,0.605234995339594,,-10731992.074107572,0.021996104093160884,,60533904.40000002,0.6592635796143214,,62091940.02518472,0.6051746163281165,,-1558035.6251847,0.05408896328620483,,167834345.44000003,0.6234264445074801,,55342213.93999997,0.652028111852327,,63924284.82523128,0.6051292339589833,,-8582070.885231309,0.04689887789334368,,51838923.30000001,0.598717226347093,,68099002.75122097,0.6051094434599589,,-16260079.45122096,-0.006392217112865861,,52395865.62999999,0.6971347560699587,,68190131.81507672,0.6054070676641871,,-15794266.185076736,0.09172768840577161,,159577002.86999997,0.6470582295543985,,56989695.230000004,0.6751999101301388,,82183607.97922967,0.6059622318189949,,-25193912.74922967,0.06923767831114391,,50402333.410000004,0.649062460274009,,73707351.02173486,0.6060198732326597,,-23305017.61173486,0.043042587041349334,,57595907.58,0.6804770398204866,,70705061.44013828,0.6060852802499489,,-13109153.860138282,0.07439175957053767,,164987936.22000003,0.6687830946092278,,59330559.39999997,0.6411041271994058,,78084005.64117964,0.6060462152716819,,-18753446.241179667,0.035057911927723895,,0,,,,,,0,,,0,,,,,,0,,,59330559.39999997,0.6411041271994058,,551729843.93,0.6452414302431321,,697160183.8980457,0.6055826033720163,,-145430339.9680457,0.03965882687111577,,653323417.1899999,0.6058847213701896,,570617168.72,0.6154448623665272,,,59330559.39999997,0.6411041271994058,,63128539.21,0.8644722935280011,,68298865.79999943,0.7454933005231836,-72096845.60999946
(+) VARIACION EN COMPRAS,1676384.49,0.017547780217994215,,0,0,,1676384.49,,,1530918.57,0.018701739074266664,,0,0,,1530918.57,,,2531273.86,0.027567636392668567,,0,0,,2531273.86,,,5738576.92,0.02131614120095135,,1549021.62,0.018250184989022023,,0,0,,1549021.62,,,805378.95,0.00930177982887106,,0,0,,805378.95,,,-1185209.3599999999,-0.015769386155581527,,0,0,,-1185209.3599999999,,,1169191.2100000002,0.0047408760707799424,,-4980986.5200000005,-0.05901350475889241,,0,0,,-4980986.5200000005,,,-3122437.3800000004,-0.040209584572769706,,0,0,,-3122437.3800000004,,,-5699500.76,-0.06733776006971316,,0,0,,-5699500.76,,,-13802924.66,-0.05595053117376839,,-6701261.01,-0.07241135317782729,,0,0,,-6701261.01,,,0,,,0,,,0,,,0,,,0,,,0,,,-6701261.01,-0.07241135317782729,,-13596417.54,-0.015900847119673787,,0,0,,-13596417.54,,,-3521493.2,-0.0032657928219776587,,-11199589.48,-0.012079429403678609,,,-6701261.01,-0.07241135317782729,,-6557281.18,-0.08979437781897309,,-143979.83,-0.0015715634135093906,
(+) VARIACION STD,0,0,,0,0,,0,,,0,0,,0,0,,0,,,-724.41,0,,0,0,,-724.41,,,-724.41,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,-14732.4,0,,0,0,,-14732.4,,,0,0,,0,0,,0,,,-14732.4,0,,0,0,,0,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,,-15456.81,0,,0,0,,-15456.81,,,-15487636.870000001,-0.014363058636445056,,1821345.0899999999,0.0019644299885884444,,,0,0,,0,0,,0,0,
FLETES MERCANCIAS,26788.48,0,,533716.6161906129,0.004744535092959874,,-506928.1361906129,-0.004744535092959874,,79954.53,0,,486527.6341357148,0.004743525872024795,,-406573.1041357148,-0.004743525872024795,,146688.52999999997,0.0015975577048052219,,486645.2307312697,0.004743052651861923,,-339956.7007312697,-0.0031454949470567013,,253431.53999999998,0,,0,0,,501006.2227962014,0.00474269696779908,,-501006.2227962014,,,55584.94,0,,533725.5510617894,0.004742541859874281,,-478140.6110617894,-0.004742541859874281,,91323.56,0.0012150734978522435,,534439.7745872329,0.004744874487901028,,-443116.21458723285,-0.0035298009900487847,,146908.5,0,,50401.69,0,,644113.5653219825,0.004749225583841992,,-593711.8753219824,-0.004749225583841992,,89000,0.001146108821876999,,577680.9490895936,0.004749677348097403,,-488680.9490895936,-0.003603568526220404,,56754,0,,554150.5213792413,0.004750189975227548,,-497396.52137924125,-0.004750189975227548,,196155.69,0,,8945.97,0,,611982.9550544082,0.004749883803680089,,-603036.9850544082,-0.004749883803680089,,0,,,0,,,0,,,0,,,0,,,0,,,8945.97,0,,605441.7,0,,5463989.020348046,0.0047462502480238936,,-4858547.320348046,-0.0047462502480238936,,885455.3700000001,0,,475569.74000000005,0,,,8945.97,9.666685004830868e-05,,0,0,,8945.97,9.764672697802604e-05,
FLETES INTERPLANTAS,192896.73,0.002019172476840186,,960689.9091431033,0.008540163167327775,,-767793.1791431033,-0.006520990690487589,,167801.74,0.0020498702015796537,,875749.7414442865,0.00853834656964463,,-707948.0014442866,-0.006488476368064977,,133817.57,0.0014573824551368274,,875961.4153162853,0.00853749477335146,,-742143.8453162853,-0.007080112318214633,,494516.04000000004,0.0018368968268138693,,0,0,,901811.2010331624,0.008536854542038341,,-901811.2010331624,,,61000,0,,960705.9919112208,0.008536575347773705,,-899705.9919112208,-0.008536575347773705,,79532.94,0.0010581975516534027,,961991.594257019,0.00854077407822185,,-882458.654257019,-0.007482576526568447,,140532.94,0,,78325.45,0,,1159404.4175795682,0.008548606050915585,,-1081078.9675795683,-0.008548606050915585,,32197.86,0,,1039825.7083612686,0.008549419226575327,,-1007627.8483612686,-0.008549419226575327,,34238.64,0,,997470.9384826341,0.008550341955409586,,-963232.2984826341,-0.008550341955409586,,144761.95,0,,24579.16,0,,1101569.3190979345,0.00854979084662416,,-1076990.1590979346,-0.00854979084662416,,0,,,0,,,0,,,0,,,0,,,0,,,24579.16,0,,804390.09,0,,9835180.236626484,0.00854325044644301,,-9030790.146626484,-0.00854325044644301,,961933.87,0,,695714,0,,,24579.16,0.00026559333130262976,,0,0,,24579.16,0.0002682855549335867,
GASTOS DE IMPORTACION MERCANCIAS,92388.97,0,,426973.2929524904,0.0037956280743679004,,-334584.3229524904,-0.0037956280743679004,,114592.65000000001,0.0013998666435464063,,389222.1073085718,0.003794820697619836,,-274629.4573085718,-0.0023949540540734297,,322818.97,0.0035157618171017587,,389316.1845850157,0.003794442121489538,,-66497.21458501572,,,529800.59,0.001967962500498701,,193432,0.0022789674057593257,,400804.9782369611,0.0037941575742392636,,-207372.97823696112,-0.001515190168479938,,324372.32,0.003746360521615457,,426980.44084943156,0.003794033487899425,,-102608.12084943155,,,455188.69999999995,0.006056353102001449,,427551.8196697862,0.003795899590320822,,27636.880330213753,0.0022604535116806275,,972993.02,0.003945325012795734,,758083.53,0.008981587447719685,,515290.852257586,0.003799380467073594,,242792.677742414,0.005182206980646091,,-51926.890000000036,0,,462144.75927167496,0.003799741878477923,,-514071.649271675,-0.003799741878477923,,-74232.73999999999,0,,443320.417103393,0.0038001519801820383,,-517553.157103393,-0.0038001519801820383,,631923.9,0.0025615207455895296,,62300.35,0,,489586.3640435265,0.0037999070429440714,,-427286.01404352655,-0.0037999070429440714,,0,,,0,,,0,,,0,,,0,,,0,,,62300.35,0,,2197017.86,0.002569386017182646,,4371191.2162784375,0.0037970001984191154,,-2174173.3562784377,-0.0012276141812364695,,4061101.3400000003,0.003766219286039187,,3532237.9200000004,0.0038097305859139913,,,62300.35,0.0006731945883349875,,25906.11,0.00035475419847100063,,36394.24,0.00039724908722617606,
(+) GTOS S/COMPRA,312074.18000000005,0.003266678470850543,,1921379.8182862066,0.01708032633465555,,-1609305.6382862064,-0.013813647863805007,,362348.92,0.004426463358976908,,1751499.4828885733,0.017076693139289265,,-1389150.5628885732,-0.012650229780312355,,603325.07,0.006570701977043808,,1751922.8306325707,0.01707498954670292,,-1148597.7606325708,-0.010504287569659113,,1277748.17,0.004746239492939861,,193432,0.0022789674057593257,,1803622.402066325,0.017073709084076686,,-1610190.402066325,-0.01479474167831736,,440957.26,0.005092866341319514,,1921411.983822442,0.01707315069554741,,-1480454.7238224417,-0.011980284354227896,,626045.2,0.008329624151507096,,1923983.188514038,0.0170815481564437,,-1297937.988514038,-0.008751924004936604,,1260434.46,0.005110852287540237,,886810.67,0.01050671498189109,,2318808.835159137,0.017097212101831172,,-1431998.1651591368,-0.006590497119940083,,69270.96999999997,0,,2079651.4167225373,0.017098838453150654,,-2010380.4467225373,-0.017098838453150654,,16759.90000000001,0,,1994941.8769652685,0.017100683910819172,,-1978181.9769652684,-0.017100683910819172,,972841.54,0.003943439687723895,,95825.48,0.001035454769685926,,2203138.638195869,0.01709958169324832,,-2107313.1581958695,-0.01606412692356239,,0,,,0,,,0,,,0,,,0,,,0,,,95825.48,0.001035454769685926,,3606849.65,0.0042181673738374255,,19670360.473252967,0.01708650089288602,,-16063510.823252968,-0.012868333519048595,,5908490.58,0.00547946709790228,,4703521.66,0.005073030394739363,,,95825.48,0.001035454769685926,,25906.11,0.00035475419847100063,,69919.37,0.0007631813691377888,
TOTAL MATERIALES,57943956.11999999,0.6065361574389541,,70019242.55322799,0.6224440899880354,,-12075286.433228,-0.015907932549081294,,53238211.08000001,0.6503593018659986,,63828435.146996155,0.6223116884788833,,-10590224.066996146,0.028047613387115256,,63667778.920000024,0.6933940285684337,,63843862.85581729,0.6222496058748195,,-176083.9358172709,0.0711444226936142,,174849946.12,0.6494861343555287,,57084667.559999965,0.6725572642471083,,65727907.227297604,0.62220294304306,,-8643239.667297633,0.05035432120404826,,53085259.51000001,0.6131118725172836,,70020414.7350434,0.6221825941555063,,-16935155.2250434,-0.009070721638222645,,51836701.46999999,0.6896949940658843,,70114115.00359076,0.6224886158206308,,-18277413.533590775,0.06720637824525355,,162006628.54,0.6569099579127188,,52895519.38,0.6266931203531375,,84502416.81438881,0.623059443920826,,-31606897.434388805,0.0036336764323114945,,47334434.6,0.6095552030743805,,75787002.4384574,0.6231187116858103,,-28452567.838457394,-0.013563508611429853,,51913166.72,0.6133372925544409,,72700003.31710355,0.6231859641607681,,-20786836.597103547,-0.009848671606327186,,152143120.70000002,0.6167162849383949,,52725123.86999997,0.5697282287912644,,80287144.27937551,0.6231457969649302,,-27562020.409375533,-0.05341756817366583,,0,,,0,,,0,,,0,,,0,,,0,,,52725123.86999997,0.5697282287912644,,541724819.23,0.6335406739435239,,716830544.3712987,0.6226691042649023,,-175105725.14129868,0.010871569678621573,,640222777.6999999,0.5937353370096691,,565942445.99,0.6104028933461764,,,52725123.86999997,0.5697282287912644,,56597164.14,0.775032669907499,,68224805.33999944,0.7446849184788121,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANO DE OBRA,2728598.3,0.02856196985668404,,2006009.581205,0.017832652321698995,,722588.7187949999,0.010729317534985044,,2498411.68,0.03052065880908364,,1905709.1021447498,0.018580199348050098,,592702.5778552503,0.011940459461033542,,2441755.3,0.026592706278834387,,1905709.1021447498,0.018573856353266964,,536046.19785525,0.008018849925567423,,7668765.28,0.028485892203642924,,2428858.04,0.0286161974563489,,2039108.7392948824,0.01930290362640934,,389749.30070511764,0.009313293829939558,,3046329.53,0.03518379338601817,,2548885.924118603,0.022648715556391575,,497443.6058813967,0.012535077829626592,,2279583.77,0.030330199841761583,,2079890.9140807802,0.018465731416530684,,199692.8559192198,0.011864468425230899,,7754771.34,0.03144430916494497,,2135399.91,0.02529969359381511,,2142287.6415032037,0.015795673034598497,,-6887.731503203511,0.009504020559216612,,2694673,0.03470099435251414,,2677859.5518790046,0.022017289777325446,,16813.448120995425,0.012683704575188696,,2209263.48,0.026101734241547773,,2142287.6415032037,0.01836373491699397,,66975.83849679632,0.007737999324553803,,7039336.390000001,0.02853414184551068,,2711296.72,0.029297271673022734,,2758195.3384353747,0.021407634407489926,,-46898.61843537446,0.007889637265532809,,0,,,0,,,0,,,0,,,0,,,0,,,2711296.72,0.029297271673022734,,25174169.73,0.029440889341903042,,22205943.53630955,0.019289014788338707,,2968226.193690449,0.010151874553564335,,28530077.07,0.02645846963602695,,23814294.16,0.02568514547947125,,,2711296.72,0.029297271673022734,,299904.81,0.004106849329719812,,2411391.91,0.02632073743515692,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE FABRICACION:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANO DE OBRA INDIRECTA,2566676.62,0.02686703288362222,,2341635.9818543997,0.020816241716705156,,225040.63814560045,0.006050791166917063,,2528930.6500000004,0.030893479300610746,,2185528.4774880945,0.02130837006910871,,343402.1725119059,0.009585109231502038,,2510989.04,0.027346718162173062,,2185528.4774880945,0.021301095718728843,,325460.56251190556,0.006045622443444219,,7606596.3100000005,0.028254963427865935,,2464401.6100000003,0.029034962901127042,,2294804.901362499,0.021723411311419163,,169596.7086375011,0.007311551589707879,,2895221.6199999996,0.03343856213901219,,2486036.7308052895,0.022090254509220884,,409184.8891947102,0.011348307629791304,,2466074.44,0.032811485839741826,,2294804.901362499,0.02037378531490248,,171269.53863750072,0.012437700524839345,,7825697.67,0.03173190364718988,,2398213.88,0.028413448952723085,,2386597.0974169993,0.017597033510247398,,11616.782583000604,0.010816415442475687,,2740467.6999999997,0.035290721427404144,,2585478.2000375018,0.02125773276766517,,154989.49996249797,0.014032988659738975,,2469666.7199999997,0.029178314390384513,,2386597.0974169993,0.020457960733919242,,83069.62258300046,0.008720353656465271,,7608348.3,0.03084064712558083,,2762827.04,0.029854089292172068,,2585478.2000375018,0.020067096519108554,,177348.83996249828,0.009786992773063514,,0,,,0,,,0,,,0,,,0,,,0,,,2762827.04,0.029854089292172068,,25803469.319999997,0.030176847659130722,,23732490.06526988,0.020615037189686148,,2070979.2547301166,0.009561810469444574,,26979108.310000002,0.025020118812711552,,22319869.130000003,0.02407331839587932,,,2762827.04,0.029854089292172068,,280783.09,0.0038449995015523686,,2482043.95,0.027091916017280556,
MANTENIMIENTO INSTALACIONES,21193.33,0,,38028.420000000006,0,,-16835.090000000004,,,100884.87,0.0012324120643995538,,126563.15999999999,0.0012339599681150835,,-25678.289999999994,,,39947.770000000004,0,,129315.82999999999,0.001260367412802047,,-89368.05999999998,-0.001260367412802047,,162025.97000000003,0,,33725.47,0,,0,0,,33725.47,,,55944.89,0,,12242.83,0,,43702.06,,,20921.39,0,,88946.40200000002,0,,-68025.01200000002,,,110591.75,0,,15713.51,0,,11449.261400000001,0,,4264.248599999999,,,60616.36,0,,152428.9328,0.001253266617941622,,-91812.57280000001,-0.001253266617941622,,15642.840000000002,0,,47969.929000000004,0,,-32327.089,,,91972.70999999999,0,,6151.37,0,,166186.58800000002,0.0012898512551871278,,-160035.21800000002,-0.0012898512551871278,,0,,,0,,,0,,,0,,,0,,,0,,,6151.37,0,,370741.80000000005,0,,773131.3532,0,,-402389.55319999997,,,802369.61,0,,746698.46,0,,,6151.37,6.646943387711614e-05,,0,0,,6151.37,6.714321051052262e-05,
MANTENIMIENTO ACTIVO FIJO,525044.0900000001,0.005495969660323436,,782995.19,0.006960525574581359,,-257951.09999999986,-0.0014645559142579222,,2018580.2400000002,0.02465902608324268,,742699.23,0.007241136505835483,,1275881.0100000002,0.017417889577407197,,714555.06,0.007782087267563169,,772187.18,0.007526066671462486,,-57632.119999999995,,,3258179.3900000006,0.01210261932591984,,928597.38,0.010940501892621215,,780620,0.00738961701182165,,147977.38,0.003550884880799565,,882284.27,0.010190003135811072,,852096.75,0.007571502802326943,,30187.52000000002,0.0026185003334841294,,495137.19999999995,0.006587873813950812,,686742.7500000001,0.006097053979080539,,-191605.55000000016,,,2306018.85,0.009350523243099373,,406272.48,0.004813416546224063,,642271,0.004735639845490581,,-235998.52000000002,,,695687.9199999998,0.008958809689722019,,846689.1599999999,0.0069614556797647055,,-151001.2400000001,0.0019973540099573134,,864815.9100000001,0.010217520569652607,,949181.57,0.008136404468704063,,-84365.6599999998,0.002081116100948544,,1966776.31,0.007972381357943613,,2151127.8800000004,0.02324429393466513,,657161.37,0.005100534454410921,,1493966.5100000002,0.018143759480254207,,0,,,0,,,0,,,0,,,0,,,0,,,2151127.8800000004,0.02324429393466513,,9682102.430000002,0.011323102580773795,,7712644.200000001,0.006699526538367441,,1969458.2300000004,0.004623576042406354,,10648020.069999998,0.009874852949561294,,9475240.129999999,0.01021961514193264,,,2151127.8800000004,0.02324429393466513,,1701955.4200000002,0.023306310011633365,,449172.46,0.004902790929062844,
DEPRECIACIONES Y AMORT.,1981430.29,0.020740888175478495,,1916313.04,0.0170352846277686,,65117.25,0.0037056035477098966,,1978723,0.024172129054682613,,1916313.04,0.0186835851580896,,62409.95999999996,0.005488543896593014,,1976589.19,0.021526668034093824,,1916313.04,0.018677206868978266,,60276.14999999991,0.0028494611651155577,,5936742.48,0.022052233984408476,,1974159.6400000001,0.02325905472375597,,1916313.04,0.018140477364607187,,57846.60000000009,0.005118577359148783,,1971924.33,0.022774876295008805,,1916313.04,0.0170278428505867,,55611.29000000004,0.005747033444422105,,1959300.62,0.02606878507241143,,1916313.04,0.017013450882001915,,42987.580000000075,0.009055334190409516,,5905384.59,0.023945353208294832,,1959386,0.023214324024211003,,1916313.04,0.014129500457995433,,43072.95999999996,0.00908482356621557,,2084273.5499999998,0.026840497784942585,,1916313.04,0.015755874678394573,,167960.50999999978,0.011084623106548012,,2083434.0799999998,0.02461510053384107,,1916313.04,0.0164266758593847,,167121.0399999998,0.008188424674456369,,6127093.63,0.024836340963547122,,2050836.7199999997,0.022160584675088916,,1916313.04,0.014873395077919647,,134523.6799999997,0.007287189597169268,,0,,,0,,,0,,,0,,,0,,,0,,,2050836.7199999997,0.022160584675088916,,20020057.419999998,0.02341321685848365,,19163130.399999995,0.016645899557118923,,856927.0200000033,0.006767317301364727,,22167572.259999998,0.020557954894639314,,18368410.68,0.019811433308610536,,,2050836.7199999997,0.022160584675088916,,1457577.65,0.019959839240047798,,593259.07,0.006475519863751794,
FLETES REFACCIONES,0,0,,27692.940000000002,0,,-27692.940000000002,,,0,0,,47262,0,,-47262,,,0,0,,45342.89,0,,-45342.89,,,0,0,,1138153.17,0.013409435756191595,,47417,0,,1090736.17,0.013409435756191595,,123080.95,0.0014215319360262489,,51493,0,,71587.95,0.0014215319360262489,,156859.74000000002,0.0020870420837075724,,47911,0,,108948.74000000002,0.0020870420837075724,,1418093.8599999999,0.005750134956106931,,46198.39,0,,52724,0,,-6525.610000000001,,,50501.76,0,,55134,0,,-4632.239999999998,,,20370.909999999996,0,,51655,0,,-31284.090000000004,,,117071.06,0,,29821.940000000002,0,,52710,0,,-22888.059999999998,,,0,,,0,,,0,,,0,,,0,,,0,,,29821.940000000002,0,,1564986.8599999996,0.001830233348744181,,479341.83,0,,1085645.0299999996,0.001830233348744181,,678095.1199999999,0,,667941.9199999999,0,,,29821.940000000002,0.0003222448769814407,,5013.83,6.865859995652983e-05,,24808.11,0.000270784581662004,
GASTOS DE IMPORTACION REFACCIONES,0,0,,52799,0,,-52799,,,0,0,,85899,0,,-85899,,,0,0,,80821,0,,-80821,,,0,0,,418192.44000000006,0.004927038649732012,,80253.65000000001,0,,337938.79000000004,0.004927038649732012,,77005.20999999999,0,,92066,0,,-15060.790000000008,,,182289.5,0.002425388808613424,,85291,0,,96998.5,0.002425388808613424,,677487.15,0.0027470978144763,,95683.79000000001,0.0011336380401434738,,98420,0,,-2736.209999999992,0.0011336380401434738,,78614.49,0.0010123680956894508,,107930,0,,-29315.509999999995,0.0010123680956894508,,46438.09,0,,96284,0,,-49845.91,,,220736.37,0,,30614.39,0,,95882,0,,-65267.61,,,0,,,0,,,0,,,0,,,0,,,0,,,30614.39,0,,928837.91,0.001086264787207125,,875645.65,0,,53192.26000000001,0.001086264787207125,,828538.6900000001,0,,819646.0000000001,0,,,30614.39,0.0003308077992046073,,4693.2699999999995,6.426890170149022e-05,,25921.12,0.00028293326800834904,
HONORARIOS,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,80180,0,,0,0,,80180,,,37600,0,,0,0,,37600,,,67080,0,,0,0,,67080,,,184860,0,,46200,0,,0,0,,46200,,,1650,0,,0,0,,1650,,,10600,0,,0,0,,10600,,,58450,0,,11350,0,,0,0,,11350,,,0,,,0,,,0,,,0,,,0,,,0,,,11350,0,,254660,0,,0,0,,254660,,,0,0,,0,0,,,11350,0.00012264391095077488,,2800,3.8342759901768416e-05,,8550,9.332464960894377e-05,
