UREBLOCK SA DE CV,20.564370967741933,Unnamed: 2,Unnamed: 3,18,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,20.459935714285706,Unnamed: 11,Unnamed: 12,18.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,20.374246666666668,Unnamed: 20,Unnamed: 21,18.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,T1,Unnamed: 29,Unnamed: 30,20.098163333333336,Unnamed: 32,Unnamed: 33,18.3,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,19.46746774193548,Unnamed: 41,Unnamed: 42,18.4,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,19.07029,Unnamed: 50,Unnamed: 51,19,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,T2,Unnamed: 59,Unnamed: 60,18.68416129032258,Unnamed: 62,Unnamed: 63,19.1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,18.72754193548387,Unnamed: 71,Unnamed: 72,19.2,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,18.525080000000003,Unnamed: 80,Unnamed: 81,19.3,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,T3,Unnamed: 89,Unnamed: 90,18.4134709677419,Unnamed: 92,Unnamed: 93,19.4,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,20.29187,Unnamed: 101,Unnamed: 102,19.5,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,20.26635333333333,Unnamed: 110,Unnamed: 111,19.6,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,T4,Unnamed: 119,Unnamed: 120,19.457127133804452,Unnamed: 122,Unnamed: 123,19.99699408018894,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,16.94872393510507,Unnamed: 134
ARRENDAMIENTO DE EQUIPOS,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,7723.919510397196,0,,-7723.919510397196,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,7723.919510397196,0,,-7723.919510397196,,,7580,0,,7580,0
GASTOS DE FABRICACION,1238052.48,0.06003717719767991,,1328940.170514586,0.051920960987117695,,-90887.69051458585,0.008116216210562216,,1371450.1199999999,0.0724933819698189,,1272887.5445866305,0.055096490577674226,,98562.57541336944,0.017396891392144676,,1213412.9000000001,0.05999580424441476,,1311208.8977960683,0.05665526873092824,,-97795.99779606846,0.003340535513486516,,3822915.5,0.06396614046590583,,1309579.8199999998,0.07465210982209637,,1488916.6225364092,0.056824277663325234,,-179336.8025364089,0.017827832158771137,,1296943.55,0.07248959642800612,,1414837.2996448115,0.052466590410966255,,-117893.74964481179,0.020023006017039865,,1167293.2,0.07568321928115447,,1284880.4402264333,0.04832560489346441,,-117587.24022643344,0.027357614387690063,,3773816.57,0.07420404690275204,,1291127.4800000002,0.06898875309503096,,1288474.68363232,0.04166327994324809,,2652.7963676798863,0.027325473151782867,,1364141.56,0.08843297515117272,,1358377.3399715745,0.046830432192715425,,5764.220028425632,0.0416025429584573,,1146254,0.06725999383729854,,1241147.4775801606,0.04490272345957316,,-94893.47758016062,0.022357270377725377,,3801523.0399999996,0.07427331601436503,,1230027.23,0.06751097113655982,,1353399.790328328,0.04542240833730051,,-123372.56032832795,0.02208856279925931,,,,,,,,,,,,,,,,,,,,1230027.23,0.06751097113655982,,12628282.34,0.0701475697665924,,13343070.266817322,0.04960850769274492,,-714787.9268173216,0.020539062073847474,,16742622.519999998,0.0739703648102313,,14370812.829999998,0.07566573031618247
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSTO DE VENTAS DIRECTO,14792100.569999997,0.717316896814416,,18029522.37698531,0.7044035154640135,,-3237421.8069853126,0.012913381350402542,,14263801.730000006,0.7539692563916609,,16377855.811457608,0.7089097400913941,,-2114054.0814576037,0.04505951630026683,,14580085.829999967,0.7208955626921746,,16440954.972641649,0.7103877374030558,,-1860869.1426416836,0.010507825289118755,,43635988.129999965,0.7301301182545566,,13604151.140000006,0.7754995682047682,,18552227.88735782,0.7080429708337997,,-4948076.747357813,0.06745659737096843,,13970914.329999983,0.7808712580527859,,19226296.05225783,0.7129711666118981,,-5255381.722257847,0.06790009144088782,,13537139.210000006,0.877700885492989,,18605452.96709368,0.6997692087158345,,-5068313.7570936745,0.1779316767771545,,41112204.68,0.8083837430260321,,14149936.709999975,0.7560728937443905,,21280950.935916305,0.6881269981976759,,-7131014.225916331,0.0679458955467146,,13869473.140000002,0.899113999246147,,20481669.97377789,0.7061112024444198,,-6612196.833777887,0.19300279680172716,,14191611.260000005,0.8327366237229592,,19236473.095184967,0.6959447183623049,,-5044861.835184963,0.13679190536065433,,42211021.10999999,0.8247095906571338,,14727681.050000006,0.8083398692523331,,21001377.395585123,0.7048420921334714,,-6273696.34558512,0.10349777711886177,,,,,,,,,,,,,,,,,,,,14727681.050000006,0.8083398692523331,,141686894.96999994,0.7870422185951791,,189232781.4682582,0.7035529085485951,,-47545886.49825826,0.083489310046584,,172498271.29000002,0.7621123895741723,,146642674.72000003,0.7721083845058465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN DE BRUTO,5829329.980000004,0.282683103185584,,7565923.956227094,0.2955964845359865,,-1736593.9762271005,-0.012913381350402542,,4654478.569999991,0.24603074360833907,,6725022.996987231,0.2910902599086059,,-2070544.4269872364,-0.045059516300266805,,5644876.820000036,0.2791044373078254,,6702680.688559907,0.28961226259694417,,-1057803.868559869,-0.010507825289118755,,16128685.37000003,0.26986988174544335,,3938284.3399999943,0.2245004317952318,,7649893.525570687,0.2919570291662002,,-3711609.1855706936,-0.0674565973709684,,3920529.60000002,0.21912874194721407,,7740146.565082341,0.28702883338810187,,-3819616.9650823213,-0.0679000914408878,,1886269.1899999958,0.12229911450701102,,7982531.664635193,0.3002307912841656,,-6096262.474635198,-0.17793167677715455,,9745083.130000003,0.19161625697396784,,4565106.280000031,0.24392710625560948,,9644955.17103025,0.31187300180232413,,-5079848.891030223,-0.06794589554671465,,1556238.3399999999,0.10088600075385305,,8524625.214394066,0.2938887975555801,,-6968386.874394064,-0.19300279680172705,,2850525.2999999933,0.1672633762770408,,8404333.117774274,0.3040552816376951,,-5553807.817774279,-0.13679190536065428,,8971869.920000017,0.17529040934286622,,3491983.2399999965,0.1916601307476668,,8794484.159754891,0.2951579078665286,,-5302500.919754897,-0.10349777711886182,,,,,,,,,,,,,,,,,,,,3491983.2399999965,0.1916601307476668,,38337621.660000086,0.21295778140482088,,79734597.06001592,0.2964470914514049,,-41396975.40001583,-0.08348931004658403,,53844028.93999997,0.2378876104258277,,43282312.05999994,0.22789161549415352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE ADMINISTRACION:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABOR INDIRECTA,815056.62,0.0395247370459466,,704885.01,0.027539469358084528,,110171.60999999999,0.01198526768786207,,635298.36,0.03358118972367695,,704885.01,0.030510700239761553,,-69586.65000000002,0.0030704894839153965,,640661.68,0.0316767793882675,,726031.5603,0.031370678787392664,,-85369.88029999996,,,2091016.6600000001,0.03498750244155521,,646086.91,0.03682994363790586,,762333.138315,0.029094328901890124,,-116246.22831499996,0.007735614736015733,,671458.79,0.03752960312354174,,762333.138315,0.028269696123166006,,-90874.34831499995,0.009259907000375735,,611970.52,0.03967803381255209,,762333.138315,0.02867209188188212,,-150362.61831499997,0.01100594193066997,,1929516.2200000002,0.03793981753821724,,650665.13,0.03476695887621895,,762333.138315,0.024650308892445523,,-111668.00831499998,0.01011664998377343,,717531.18,0.04651527295387998,,762333.138315,0.026281644497152482,,-44801.95831499994,0.020233628456727496,,754393.27,0.04426635518052673,,762333.138315,0.027579989253626917,,-7939.868314999971,0.016686365926899815,,2122589.58,0.04147068556084257,,711706.49,0.03906254685442395,,762333.138315,0.0255852020556316,,-50626.648315,0.01347734479879235,,,,,,,,0,,,,,,,,,0,,,711706.49,0.03906254685442395,,6854828.950000001,0.03807719680808011,,7472133.548504999,0.02778081709905025,,-617304.5985049978,0.01029637970902986,,7617428.669999999,0.03365446344876531,,6385909.81,0.03362332633671383
MANTENIMIENTO INSTALACIONES,32074.81,0.0015554114891413293,,47178.58381693982,0.001843241301704567,,-15103.773816939818,,,18001.16,0,,62918.09922271025,0.002723387840294244,,-44916.93922271025,-0.002723387840294244,,25328,0.0012523138083520762,,30642.790582145743,0.0013240266581588094,,-5314.7905821457425,,,75403.97,0.001261681284011365,,17708,0.0010094379437900034,,62052.65673925989,0.0023682302574417583,,-44344.65673925989,-0.001358792313651755,,31519,0.001761680059100741,,30524.65848645302,0.0011319497688146978,,994.3415135469804,,,19657,0.0012744913115313732,,31227.335193255214,0.0011744904935739263,,-11570.335193255214,,,68884,0.0013544568136890586,,36585.66,0.0019548798268616743,,40228.36634692676,0.0013007983083118363,,-3642.7063469267596,,,17708,0.001147953533485899,,12614.266685367476,0,,5093.733314632524,0.001147953533485899,,20674.34,0.0012131307554784669,,29630.229761922394,0.0010719741505958833,,-8955.889761922394,,,74968,0.0014647081962614957,,24965.95,0.0013702749733815209,,51101.24443448506,0.00171504503535078,,-26135.29443448506,,,,,,,,,0,,,,,,,,,0,,,24965.95,0.0013702749733815209,,244221.92,0.0013566036702764399,,398118.23126946564,0.0014801729244932023,,-153896.31126946563,,,347779.86,0.001536521717975827,,294884.68,0.0015526376228820293
MANTENIMIENTO ACTIVO FIJO,2519.02,0,,4590.896902454039,0,,-2071.8769024540393,,,10469.57,0,,788.1213107179768,0,,9681.448689282022,,,4670.37,0,,1664.8764832108936,0,,3005.4935167891063,,,17658.96,0,,39826.85,0.002270314748793364,,34070.750330411116,0.0013003050323093348,,5756.0996695888825,0.0009700097164840292,,12053.9,0,,73134.40280110357,0.002712052302889819,,-61080.50280110357,-0.002712052302889819,,11411.95,0,,17203.335188666482,0,,-5791.385188666482,,,63292.7,0.0012445158349076342,,9513.76,0,,5429.848973300049,0,,4083.9110266999514,,,8132.91,0,,613.7359045796559,0,,7519.174095420344,,,0,0,,1662.941064299161,0,,-1662.941064299161,,,17646.67,0,,1200.93,0,,6899.133686167724,0,,-5698.203686167723,,,,,,,,,0,,,,,,,,,0,,,1200.93,0,,99799.25999999998,0,,146058.04264491066,0,,-46258.78264491068,,,200217.94000000006,0,,140366.49000000005,0
ARRENDAMIENTO,1715246.37,0.08317785547618083,,1693663.64,0.06617050618891995,,21582.730000000214,0.017007349287260873,,1715246.37,0.09066608289972321,,1693663.64,0.07330963617317302,,21582.730000000214,0.017356446726550193,,1715246.38,0.08480838307011655,,1693663.64,0.07318053502022981,,21582.73999999999,0.011627848049886744,,5145739.12,0.08610001224218183,,1715246.38,0.09777698096456101,,1693663.64,0.06463841661172984,,21582.73999999999,0.033138564352831176,,1715246.38,0.09586964510583242,,1693663.64,0.0628063428325888,,21582.73999999999,0.03306330227324361,,1715246.38,0.11121059207639211,,1693663.64,0.06370033921182804,,21582.73999999999,0.047510252864564076,,5145739.14,0.10117997560593862,,1715246.38,0.09165067806237508,,1693663.64,0.054765206689273704,,21582.73999999999,0.03688547137310137,,1715246.38,0.11119398818160701,,1693663.64,0.05838951955128119,,21582.73999999999,0.052804468630325826,,1672080.92,0.09811451246814795,,1693663.64,0.06127403184086342,,-21582.719999999972,0.03684048062728453,,5102573.68,0.09969295554268731,,1693663.64,0.0929580047712284,,1693663.64,0.0568422442443676,,0,0.036115760526860795,,,,,,,,0,,,,,,,,,0,,,1693663.64,0.0929580047712284,,17087715.579999994,0.09491882494604864,,16936636.400000002,0.06296910983284765,,151079.17999999225,0.031949715113200994,,0,0,,14384224.299999999,0.075736344879476
ENERGIA ELECTRICA,102124.22,0.004952334405335424,,125323.99234703246,0.004896339400200779,,-23199.772347032456,,,107321.62,0.0056729056921733,,149888.43861863774,0.006487868454032176,,-42566.81861863774,,,92751.22,0.0045859773194686215,,106999.40469020928,0.004623275541343972,,-14248.18469020928,,,302197.06,0.005056449609818416,,93599.96,0.005335630853920633,,104000.30486231994,0.0039691559024302775,,-10400.344862319937,0.0013664749514903556,,88049.3,0.004921307656581074,,0,0,,88049.3,,,129738.92,0.008411819011419032,,234555.0119525245,0.008821842467616647,,-104816.09195252451,,,311388.18,0.006122783840996966,,151581.41,0.008099442255141726,,162812.42436249784,0.005264596736453488,,-11231.014362497837,0.0028348455186882372,,147920.13,0.009589193353692882,,179243.5146139744,0.006179469437622817,,-31323.3846139744,0.0034097239160700643,,143940.44,0.008446149899880864,,164809.33900328891,0.005962537334602743,,-20868.899003288912,0.0024836125652781217,,443441.98,0.008663871287381632,,136552.56,0.007494790124917278,,114579.01717720568,0.00384546749770593,,21973.54282279432,0.0036493226272113484,,,,,,,,0,,,,,,,,,0,,,136552.56,0.007494790124917278,,1193579.78,0.006630095735533263,,1342211.4476276909,0.004990238797626517,,-148631.66762769083,0.0016398569379067456,,1497660.3800000001,0.006616794026031094,,1296173.28,0.006824659050793697
TRANSPORTE DE PERSONAL,202195,0.009805090850013798,,172907.3236710197,0.006755393964224676,,29287.676328980306,0.003049696885789122,,137885,0.007288453168758686,,216631.01471426606,0.009376797433360578,,-78746.01471426606,-0.0020883442646018914,,135705,0.006709777533260364,,211707.58256166909,0.009147550785055773,,-76002.58256166909,-0.002437773251795409,,475785,0.007960973801689053,,154235,0.008792108722636726,,268327.0523165341,0.010240661360501049,,-114092.0523165341,-0.0014485526378643226,,124260,0.0069452192056809565,,249864.1817442955,0.009265745033185278,,-125604.18174429549,-0.0023205258275043215,,141700,0.009187333715419218,,254787.61389689246,0.009582810334290651,,-113087.61389689246,,,420195,0.00826223768695305,,169495,0.00905661825572969,,232632.16921020616,0.007522242627450534,,-63137.169210206164,0.0015343756282791554,,132435,0.008585341439304554,,260326.47506856403,0.008974826787762909,,-127891.47506856403,,,126440,0.007419257529995993,,156934.39986402798,0.00567763467732899,,-30494.399864027975,0.001741622852667003,,428370,0.008369398277032026,,213640,0.011725792341698517,,140317.81634901324,0.00470930555535037,,73322.18365098676,0.007016486786348147,,,,,,,,0,,,,,,,,,0,,,213640,0.011725792341698517,,1537990,0.008543225271705594,,2164435.6293964884,0.00804720498537692,,-626445.6293964884,,,2201230,0.0097252258979572,,1916740,0.010092089684967361
DEPRECIACIONES Y AMORT.,25225.38,0.0012232604299123177,,27412.516792488615,0.0010709919426924936,,-2187.1367924886144,,,21991.72,0.0011624587251728162,,27412.516792488615,0.0011865411674353097,,-5420.796792488614,,,25225.28,0.0012472349361792269,,27412.516792488615,0.0011844516217667347,,-2187.2367924886166,,,72442.38,0.0012121270937755562,,25225.28,0.0014379576900116948,,27098.00252887,0.0010341911672655426,,-1872.7225288700029,,,25225.28,0.0014099074450722655,,26183.26442065776,0,,-957.9844206577618,0.0014099074450722655,,25225.28,0.0016355191631961192,,26183.26442065776,0,,-957.9844206577618,0.0016355191631961192,,75675.84,0.0014880038487840863,,25225.28,0.0013478611838337001,,26921.311040968078,0,,-1696.0310409680787,0.0013478611838337001,,25225.28,0.0016352749779292512,,26921.311040968078,0,,-1696.0310409680787,0.0016352749779292512,,25225.28,0.0014801712162785298,,26921.311040968078,0,,-1696.0310409680787,0.0014801712162785298,,75675.84,0.001478537817561807,,25225.28,0.0013845084957929263,,26921.311040968078,0,,-1696.0310409680787,0.0013845084957929263,,,,,,,,0,,,,,,,,,0,,,25225.28,0.0013845084957929263,,249019.34,0.0013832523739630606,,269387.32591152366,0.0010015613320304767,,-20367.98591152366,,,302866.6,0.0013380910227219528,,252416.03999999998,0.0013290301833343637
COMBUSTIBLE,48985.33,0.0023754574097673356,,32456.01266110986,0.0012680385502399014,,16529.31733889014,0.0011074188595274342,,108463.91,0.005733285916056547,,69474.1295897164,0.003007163313531359,,38989.78041028361,0.002726122602525188,,37195.21,0.001839074348055718,,56338.696174443765,0.002434306217017193,,-19143.486174443766,,,194644.45,0.0032568478768649177,,9444.15,0,,47347.440063950206,0.001807007887559375,,-37903.290063950204,-0.001807007887559375,,1833.6,0,,23523.23325657153,0,,-21689.63325657153,,,1343.83,0,,1346.5389429338322,0,,-2.7089429338323043,,,12621.58,0,,1373.95,0,,1487.1444384163308,0,,-113.19443841633074,,,2833.51,0,,1392.5046100089148,0,,1441.0053899910854,,,2666.1,0,,1317.5486061454708,0,,1348.5513938545291,,,6873.56,0,,1214.31,0,,1347.5861223995714,0,,-133.27612239957148,,,,,,,,,0,,,,,,,,,0,,,1214.31,0,,215353.9,0.001196247622442512,,236030.83446569584,0,,-20676.934465695842,0.001196247622442512,,317515.86,0.001402812729557635,,299777.66,0.0015784003204762525
DIVERSOS,29492.27,0.0014301757547077645,,100050.73643119867,0.0039089272024678,,-70558.46643119867,-0.002478751447760035,,21896.78,0.0011574402986301033,,38255.86312175061,0.0016558916072297828,,-16359.083121750613,,,25463.59,0.0012590178998426974,,-24799.643966411637,-0.0010715535073854557,,50263.23396641164,0.002330571407228153,,76852.64,0.0012859208542317228,,23851.97,0.0013596726650181186,,29887.719820834427,0.0011406603056990413,,-6035.749820834426,,,43726.59,0.002443994468589545,,61802.175382490444,0.0022918178811894875,,-18075.585382490448,,,34834.41,0.002258541633378521,,37553.68670441361,0.0014124307360851554,,-2719.2767044136053,,,102412.97,0.002013732434623906,,26276.37,0.00140402402570169,,48188.72401530997,0.0015581992601499187,,-21912.35401530997,,,33240.75,0.002154892501593709,,28182.458925891868,0,,5058.291074108132,0.002154892501593709,,26937.81,0.0015806592034490776,,23822.030329388817,0,,3115.779670611184,0.0015806592034490776,,86454.93,0.001689137292954512,,22225.85,0.001219882520678431,,29465.809064973095,0,,-7239.959064973096,0.001219882520678431,,,,,,,,0,,,,,,,,,0,,,22225.85,0.001219882520678431,,287946.39,0.0015994843113052717,,372409.55982983985,0.0013845900639236509,,-84463.16982983984,,,314189.63000000006,0.0013881171556564245,,344763.55000000005,0.0018152616769659576
SEGUROS,94770.78,0.004595742267744853,,94770.78,0.0037026422108930503,,0,,,82959.66,0.004385158623535143,,84319.44,0.003649737363863873,,-1359.7799999999988,,,82959.66,0.004101844905013953,,84319.44,0.003643310032803306,,-1359.7799999999988,,,260690.1,0.004361943013040973,,82959.66,0.0047290845159203634,,84319.44,0.003218038672181542,,-1359.7799999999988,0.0015110458437388214,,82959.66,0.00463683425019123,,84319.44,0.0031268284510683015,,-1359.7799999999988,0.0015100057991229284,,82959.66,0.005378814970626077,,84319.44,0.003171336269668859,,-1359.7799999999988,0.0022074787009572177,,248878.98,0.004893673861056021,,82959.66,0.004432779558365309,,84319.44,0.0027264986095608765,,-1359.7799999999988,0.0017062809488044327,,89016.15,0.005770634963282743,,84319.44,0.0029069358721269365,,4696.709999999992,0.0028636990911558064,,89016.15,0.005223297541749073,,84319.44,0.0030505419903587073,,4696.709999999992,0.0021727555513903654,,260991.96,0.005099203166288983,,89983.4,0.004938806696311525,,84319.44,0.002829904409489655,,5663.959999999992,0.0021089022868218702,,,,,,,,0,,,,,,,,,0,,,89983.4,0.004938806696311525,,860544.4400000002,0.004780151371097172,,853645.74,0.003173789121457582,,6898.700000000186,0.0016063622496395899,,885258.54,0.003911149348135261,,761069.02,0.004007208492696045
TELEFONO,10082.8,0,,10773.071363646433,0,,-690.2713636464341,,,11545.95,0,,3209.045994458766,0,,8336.904005541235,,,11900.61,0,,21079.140407622126,0,,-9178.530407622125,,,33529.36,0,,11924.96,0,,12279.734515710026,0,,-354.7745157100271,,,12088.22,0,,12589.447409106555,0,,-501.22740910655557,,,11742.36,0,,12510.2512205989,0,,-767.8912205989,,,35755.54,0,,12212.9,0,,13499.63047508889,0,,-1286.7304750888907,,,12119.83,0,,12807.820842600826,0,,-687.990842600826,,,12116.66,0,,11735.244499856075,0,,381.4155001439249,,,36449.39,0,,12116.3,0,,4252.599594173132,0,,7863.700405826868,,,,,,,,,0,,,,,,,,,0,,,12116.3,0,,117850.59,0,,114735.98632286175,0,,3114.6036771382496,,,132083.62000000002,0,,106106.92000000003,0
DERECHOS Y CONTRIB,102283.48,0.004960057438886071,,37488.18359074344,0.0014646426986545313,,64795.29640925655,0.0034954147402315398,,31302.59,0.001654621324116865,,57622.51447985208,0.0024941703134757913,,-26319.924479852078,,,35134.75,0.0017371972748735829,,43002.60018586265,0.0018580745400323187,,-7867.850185862648,,,168720.82,0.0028230861162489244,,47860.62,0.0027282768150731144,,71965.11471745379,0.0027465377166730155,,-24104.49471745379,,,61629.56,0.003444638691048341,,63611.69937945495,0.002358920688283551,,-1982.1393794549513,0.00108571800276479,,36407.34,0.002360524927810379,,39088.85610611854,0.0014701699526135465,,-2681.5161061185427,,,145897.52,0.0028687632841347143,,51780.11,0.002766764149442116,,181036.03863402904,0.005853863683346205,,-129255.92863402904,-0.003087099533904089,,107471.61,0.0069670439602958255,,134485.4328035949,0.004636422263896518,,-27013.822803594885,0.0023306216963993077,,78623.49,0.004613476116870173,,189599.03334239498,0.00685938868358704,,-110975.54334239497,-0.002245912566716867,,237875.21000000002,0.004647553219699399,,36407.34,0.001998244282688701,,229717.51441470435,0.007709712101730932,,-193310.17441470435,-0.005711467819042231,,,,,,,,0,,,,,,,,,0,,,36407.34,0.001998244282688701,,588900.8899999999,0.003271226058672628,,1047616.9876542087,0.003894959282372907,,-458716.0976542088,,,1177540.5,0.005202476509266851,,870917.34,0.004585585892438834
GASTOS DE VIAJE,0,0,,93275.71666499703,0.0036442309093068386,,-93275.71666499703,,,8856.57,0,,104977.11585759261,0.004543897612414438,,-96120.5458575926,-0.004543897612414438,,1149.36,0,,34192.95363953002,0.0014774236053521942,,-33043.593639530016,-0.0014774236053521942,,10005.93,0,,13702.01,0,,20690.649773958892,0,,-6988.639773958892,,,4040.47,0,,13118.561618697206,0,,-9078.091618697206,,,11997.11,0,,6186.532073575818,0,,5810.577926424183,,,29739.59,0,,3365.29,0,,14669.35788697773,0,,-11304.06788697773,,,7154.74,0,,1395.8745526316677,0,,5758.865447368332,,,10238.88,0,,4455.6387081390685,0,,5783.241291860931,,,20758.91,0,,4955.78,0,,9843.712793696915,0,,-4887.932793696916,,,,,,,,,0,,,,,,,,,0,,,4955.78,0,,65460.21,0,,302806.113569797,0.0011258098109394547,,-237345.90356979702,-0.0011258098109394547,,517732.57999999996,0.002287387640197616,,502403.95999999996,0.002645275740268766
ARRENDAM MAQ Y EQUIPO,3320.62,0,,40378.729712452754,0.001577574744616104,,-37058.10971245275,-0.001577574744616104,,0,0,,5036.380708210078,0,,-5036.380708210078,,,3320.62,0,,3952.8292070653433,0,,-632.2092070653434,,,6641.24,0,,6641.24,0,,7377.601895693111,0,,-736.3618956931114,,,3320.62,0,,6418.315092383584,0,,-3097.695092383584,,,3320.62,0,,5929.243810598015,0,,-2608.6238105980156,,,13282.48,0,,3320.62,0,,5929.243810598015,0,,-2608.6238105980156,,,3320.62,0,,0,0,,3320.62,,,3320.62,0,,5929.243810598015,0,,-2608.6238105980156,,,9961.86,0,,3320.62,0,,7905.658414130687,0,,-4585.038414130687,,,,,,,,,0,,,,,,,,,0,,,3320.62,0,,33206.2,0,,88857.24646172959,0,,-55651.046461729595,,,81286.8,0,,74645.56000000001,0
PAPELERIA,16590.64,0,,9998.204889756025,0,,6592.435110243974,,,1997.22,0,,3416.6823576112424,0,,-1419.4623576112424,,,10483.87,0,,7560.791124176171,0,,2923.0788758238295,,,29071.73,0,,15795.9,0,,24849.192341956048,0,,-9053.292341956048,,,9754.89,0,,30321.179511319013,0.001124404132261096,,-20566.289511319013,-0.001124404132261096,,16164.96,0.0010480796190289559,,9120.504318079102,0,,7044.455681920897,0.0010480796190289559,,41715.75,0,,15689.93,0,,13517.652487954854,0,,2172.277512045146,,,1800,0,,24434.4015781102,0,,-22634.4015781102,,,16356.25,0,,6245.402951694875,0,,10110.847048305124,,,33846.18,0,,6224.02,0,,13834.501427344652,0,,-7610.481427344652,,,,,,,,,0,,,,,,,,,0,,,6224.02,0,,110857.68000000001,0,,143298.51298800219,0,,-32440.832988002177,,,154592.91,0,,124480.40000000001,0
MENSAJERIA Y PAQUETERIA,3423.52,0,,19490.66169472707,0,,-16067.14169472707,,,4485.35,0,,41298.94487454467,0.0017876103327628845,,-36813.59487454467,-0.0017876103327628845,,0,0,,7527.171118392495,0,,-7527.171118392495,,,7908.870000000001,0,,0,0,,3151.470706075543,0,,-3151.470706075543,,,0,0,,16250.543505776368,0,,-16250.543505776368,,,0,0,,3131.512813801678,0,,-3131.512813801678,,,0,0,,0,0,,17377.862416372434,0,,-17377.862416372434,,,0,0,,16269.884541109379,0,,-16269.884541109379,,,0,0,,20532.186085799425,0,,-20532.186085799425,,,0,0,,0,0,,16069.598803126004,0,,-16069.598803126004,,,,,,,,,0,,,,,,,,,0,,,0,0,,7908.870000000001,0,,161099.83655972505,0,,-153190.96655972506,,,138207.48,0,,125357.95000000001,0
EQUIPOS MENORES,286.11,0,,0,0,,286.11,,,1970,0,,11236.850878525693,0,,-9266.850878525693,,,394.07,0,,11951.318743931843,0,,-11557.248743931843,,,2650.1800000000003,0,,0,0,,10878.906756310995,0,,-10878.906756310995,,,0,0,,1445.6962032865588,0,,-1445.6962032865588,,,4162.07,0,,6360.17319027296,0,,-2198.10319027296,,,4162.07,0,,329.95,0,,0,0,,329.95,,,7164.27,0,,0,0,,7164.27,,,0,0,,0,0,,0,,,7494.22,0,,9000,0,,0,0,,9000,,,,,,,,,0,,,,,,,,,0,,,9000,0,,23306.47,0,,41872.94577232804,0,,-18566.47577232804,,,52936.200000000004,0,,48642.200000000004,0
