UREBLOCK SA DE CV,20.564370967741933,Unnamed: 2,Unnamed: 3,18,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,20.459935714285706,Unnamed: 11,Unnamed: 12,18.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,20.374246666666668,Unnamed: 20,Unnamed: 21,18.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,T1,Unnamed: 29,Unnamed: 30,20.098163333333336,Unnamed: 32,Unnamed: 33,18.3,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,19.46746774193548,Unnamed: 41,Unnamed: 42,18.4,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,19.07029,Unnamed: 50,Unnamed: 51,19,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,T2,Unnamed: 59,Unnamed: 60,18.68416129032258,Unnamed: 62,Unnamed: 63,19.1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,18.72754193548387,Unnamed: 71,Unnamed: 72,19.2,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,18.525080000000003,Unnamed: 80,Unnamed: 81,19.3,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,T3,Unnamed: 89,Unnamed: 90,18.4134709677419,Unnamed: 92,Unnamed: 93,19.4,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,20.29187,Unnamed: 101,Unnamed: 102,19.5,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,20.26635333333333,Unnamed: 110,Unnamed: 111,19.6,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,T4,Unnamed: 119,Unnamed: 120,19.269308793174005,Unnamed: 122,Unnamed: 123,19.886566723130805,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,16.94872393510507,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN DE OPERACIÓN,-720884.3561213035,-0.060310930544699035,,3088459.6122221733,0.1765983629357735,,-3809343.968343475,-0.23690929348047252,,-491436.98936444614,-0.0382607403403664,,2819022.6390903792,0.17543378105217264,,-3310459.628454824,-0.21369452139253903,,-128749.63742798194,-0.009997702783738379,,2624380.1545067662,0.17291729931223337,,-2753129.7919347496,-0.18291500209597175,,-1341070.9829137316,-0.035595647827871946,,-741773.0996144521,-0.06565515258297012,,3170381.0328175877,0.18268716810420524,,-3912154.1324320408,-0.24834232068717538,,1346787.7006387701,0.10381679004694148,,2748309.284455844,0.15818798376581222,,-1401521.583817072,-0.05437119371887074,,818844.9900982915,0.0674433547612571,,2537966.727199054,0.15512505652836395,,-1719121.7371007612,-0.08768170176710685,,1423859.5911226124,0.039104153158935444,,52349.6455958155,0.003752560549127773,,4523637.568401817,0.22310247535356806,,-4471287.922806004,-0.21934991480444027,,2652913.117662692,0.17709135903268808,,3533823.58165815,0.19781844831743733,,-880910.4639954569,-0.020727089284749256,,4645976.967273423,0.2321356971280657,,2561308.5494600055,0.15372765454541787,,2084668.4178134182,0.07840804258264783,,7351239.730531927,0.15019414943763193,,4113861.2562926454,0.19463747819802305,,2856874.3030389673,0.15581823672076575,,1256986.953253678,0.038819241477257294,,0,,,0,,,0,,,0,,,0,,,0,,,4113861.2562926454,0.19463747819802305,,11547889.59503344,0.08010019977552216,,30464163.45285076,0.17613495998324616,,-18916273.85781732,-0.096034760207724,,35257407.854646966,0.2574342414944735,,24976936.056089465,0.23029615048409038,,,4396603.397482236,0.20801474444813609,,1580898.9454399622,0.12305085181691554,,403836.1045600353,0.01899882215340521,2411868.3474822384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MANTENIMIENTO MAYORES FABRIC,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,,3929457.533707352,0.18591285835834603,,0,0,,0,0,
FLETES ACTIVOS FIJOS FABRIC,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,,0,0,,0,0,,0,0,
GASTOS DE IMPORTACION ACTIVOS FIJOS,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,,4113861.2562926454,0.19463747819802305,,0,0,,0,0,
MANTENIMIENTO MAYORES ADMON,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,,0,0,,0,0,,0,0,
MANTENIMIENTO MAYORES VENTA,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,,0,0,,0,0,,0,0,
MTTO MAYORES,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,,8043318.789999997,0.3805503365563691,,0,0,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN,-720884.3561213035,-0.060310930544699035,,3088459.6122221733,0.1765983629357735,,-3809343.968343475,-0.23690929348047252,,-491436.98936444614,-0.0382607403403664,,2819022.6390903792,0.17543378105217264,,-3310459.628454824,-0.21369452139253903,,-128749.63742798194,-0.009997702783738379,,2624380.1545067662,0.17291729931223337,,-2753129.7919347496,-0.18291500209597175,,-1341070.9829137316,-0.035595647827871946,,-741773.0996144521,-0.06565515258297012,,3170381.0328175877,0.18268716810420524,,-3912154.1324320408,-0.24834232068717538,,1346787.7006387701,0.10381679004694148,,2748309.284455844,0.15818798376581222,,-1401521.583817072,-0.05437119371887074,,818844.9900982915,0.0674433547612571,,2537966.727199054,0.15512505652836395,,-1719121.7371007612,-0.08768170176710685,,1423859.5911226124,0.039104153158935444,,52349.6455958155,0.003752560549127773,,4523637.568401817,0.22310247535356806,,-4471287.922806004,-0.21934991480444027,,2652913.117662692,0.17709135903268808,,3533823.58165815,0.19781844831743733,,-880910.4639954569,-0.020727089284749256,,4645976.967273423,0.2321356971280657,,2561308.5494600055,0.15372765454541787,,2084668.4178134182,0.07840804258264783,,7351239.730531927,0.15019414943763193,,4113861.2562926454,0.19463747819802305,,2856874.3030389673,0.15581823672076575,,1256986.953253678,0.038819241477257294,,0,,,0,,,0,,,0,,,0,,,0,,,4113861.2562926454,0.19463747819802305,,11547889.59503344,0.08010019977552216,,30464163.45285076,0.17613495998324616,,-18916273.85781732,-0.096034760207724,,35257407.854646966,0.2574342414944735,,24976936.056089465,0.23029615048409038,,,-3646715.3925177613,-0.172535592108233,,1580898.9454399622,0.12305085181691554,,403836.1045600353,0.01899882215340521,-5631450.442517758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTROS INGRESOS 16%,104000,0.008833280939237055,,121933.09004249117,0.006977948450334015,,-17933.090042491167,-0.1470732024936123,,101241.38,0.00795449879400042,,173657.73638864496,0.010816122636075409,,-72416.35638864496,-0.41700622094127493,,52000,0.004037918514878916,,61834.09436834095,0.004077557488543259,,-9834.09436834095,-0.15904000000000007,,257241.38,0.006827881361910589,,72000,0.0063727991597846674,,123938.20806404739,0.007147650130804338,,-51938.20806404739,-0.41906534615384583,,52000,0.004008406877996069,,123755.9152563713,0.0071291103357523115,,-71755.9152563713,-0.579818064516129,,52000,0.004282928380821374,,97550.68339981131,0.005967431084783281,,-45550.683399811314,-0.46694376515151526,,176000,0.0048335741802647885,,88000,0.00630807189933756,,35448.24306164873,0.001749729265585163,,52551.75693835127,1.48249256943306,,36000,0.0024031276722675412,,109138.72652641463,0.00611451378696973,,-73138.72652641463,-0.6701445843672458,,36000,0.0018097718104069095,,69242.79272475478,0.004159346452139163,,-33242.79272475478,-0.4800902941176468,,160000,0.0032689811230359987,,36000,0.001703253653586605,,69135.41538725425,0.0037738793326297375,,-33135.41538725425,-0.47928279886148006,,0,,,0,,,0,,,0,,,0,,,0,,,36000,0.001703253653586605,,629241.38,0.004377331215499376,,985634.9052197793,0.005703393758806359,,-356393.52521977935,-0.36158776777523904,,1096603.13,0.0068407428410841445,,872603.13,0.006683285408849659,,,,,,,,,,,
OTROS INGRESOS 0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD O (PERDIDA) TOTAL,-616884.3561213035,-0.05161003875340422,,3210392.702264664,0.18357050659081417,,-3827277.058385966,-0.2351805453442184,,-390195.60936444614,-0.030378610513529632,,2992680.3754790244,0.1862408717371385,,-3382875.9848434688,-0.21661948225066813,,-76749.63742798194,-0.005959784268859463,,2686214.248875107,0.17699147453613526,,-2762963.8863030905,-0.18295125880499472,,-1083829.6029137317,-0.02876776646596136,,-669773.0996144521,-0.059282353423185455,,3294319.240881635,0.18982887126756545,,-3964092.3404960884,-0.24911122469075092,,1398787.7006387701,0.10782519692493756,,2872065.1997122155,0.165311162668646,,-1473277.4990734432,-0.057485965743708456,,870844.9900982915,0.07172628314207848,,2635517.4105988652,0.16108752842155413,,-1764672.4205005725,-0.08936124527947566,,1599859.5911226124,0.04393772733920023,,140349.6455958155,0.010060632448465334,,4559085.811463466,0.2248507566104997,,-4418736.165867653,-0.21479012416203436,,2688913.117662692,0.17949448670495563,,3642962.3081845646,0.20392787993843128,,-954049.1905218716,-0.024433393233475653,,4681976.967273423,0.23393443292797966,,2630551.34218476,0.15788355060955866,,2051425.6250886633,0.076050882318421,,7511239.730531927,0.15346313056066793,,4149861.2562926454,0.19634073185160963,,2926009.7184262215,0.15958898663060267,,1223851.5378664238,0.036751745221006965,,0,,,0,,,0,,,0,,,0,,,0,,,4149861.2562926454,0.19634073185160963,,12177130.975033442,0.08446483799190263,,31449798.358070537,0.18183361521983793,,-19272667.383037098,-0.0973687772279353,,36354010.98464697,0.2642749843355577,,25849539.186089464,0.2374681605585119,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1083829.6029137317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599859.5911226096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7511239.730531931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4149861.2562926454,,,12177130.975033455,,,31449798.358070523,,,,,,,,,33980733.793591574,,,,,,,-1188989.6509799962,,,1089132.2609799975,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Manode Obra Directa,603584.54,0.05049734393690826,,,,,,,,536039.91,0.0417332928787211,,,,,,,,489042.5,0.03797526471755139,,,,,,,,1628666.9500000002,0.043229221957465654,,444031.06999999995,0.03930167819186509,,,,,,,,508231.94,0.039176930844486264,,,,,,,,397255.65,0.03271956726589697,,,,,,,,1349518.6600000001,0.03706249176569055,,427912.85,0.03067392073239146,,,,,,,,556847.11,0.037171519423977985,,,,,,,,460961.09,0.02303186708195439,,,,,,,,1445721.0499999998,0.02953771763516114,,518171.07,0.02451602133778835,,,,,,,,0,,,,,,,,,0,,,,,,,,,518171.07,0.02451602133778835,,4942077.73,0.03427997905776763,,,,,,,,5012593.43,0.03126916355011491,,4108080.45,0.03144023468272875,,,,,,,,,,,
Semanal,120716.90800000001,,,,,,,,,134009.9775,,,,,,,,,122260.625,,,,,,,,,125282.07307692309,,,111007.76749999999,,,,,,,,,101646.388,,,,,,,,,99313.9125,,,,,,,,,103809.12769230771,,,106978.2125,,,,,,,,,111369.42199999999,,,,,,,,,115240.2725,,,,,,,,,111209.31153846152,,,103634.214,,,,,,,,,0,,,,,,,,,0,,,,,,,,,103634.214,,,112319.94840909092,,,,,,,,,96396.0275,,,93365.46477272728,,,,,,,,,,,,
Mano de Obra Directa Total,603584.54,0.05049734393690826,,,,,,,,536039.91,0.0417332928787211,,,,,,,,489042.5,0.03797526471755139,,,,,,,,1628666.9500000002,0.043229221957465654,,444031.06999999995,0.03930167819186509,,,,,,,,508231.94,0.039176930844486264,,,,,,,,397255.65,0.03271956726589697,,,,,,,,1349518.6600000001,0.03706249176569055,,427912.85,0.03067392073239146,,,,,,,,556847.11,0.037171519423977985,,,,,,,,460961.09,0.02303186708195439,,,,,,,,1445721.0499999998,0.02953771763516114,,518171.07,0.02451602133778835,,,,,,,,0,,,,,,,,,0,,,,,,,,,518171.07,0.02451602133778835,,4942077.73,0.03427997905776763,,,,,,,,5012593.43,0.03126916355011491,,4108080.45,0.03144023468272875,,,,,,,,,,,
Semanal,120716.90800000001,,,,,,,,,134009.9775,,,,,,,,,122260.625,,,,,,,,,125282.07307692309,,,111007.76749999999,,,,,,,,,101646.388,,,,,,,,,99313.9125,,,,,,,,,103809.12769230771,,,106978.2125,,,,,,,,,111369.42199999999,,,,,,,,,115240.2725,,,,,,,,,111209.31153846152,,,103634.214,,,,,,,,,0,,,,,,,,,0,,,,,,,,,103634.214,,,112319.94840909092,,,,,,,,,96396.0275,,,93365.46477272728,,,,,,,,,,,,
Mano de Obra Indirecta,838957.5199999999,0.07018921729820247,,,,,,,,815251.42,0.06347125586349207,,,,,,,,822422.22,0.06386295979203502,,,,,,,,2476631.1599999997,0.06573648352256158,,745646.92,0.06599802868433369,,,,,,,,813272.18,0.06269088076913187,,,,,,,,690424.55,0.05686613269251587,,,,,,,,2249343.6500000004,0.06177482607490091,,745922.4700000001,0.05346968831922119,,,,,,,,812884.4299999999,0.05426291855801186,,,,,,,,725513.77,0.036250210873042726,,,,,,,,2284320.67,0.0466712571824434,,820134.6599999999,0.038802704335500225,,,,,,,,0,,,,,,,,,0,,,,,,,,,820134.6599999999,0.038802704335500225,,7830430.140000001,0.054314601242120175,,,,,,,,8684688.44,0.05417613596723568,,7243314.550000001,0.05543501693907281,,,,,,,,,,,
Mantenimiento Instalaciones,24675.17,0.0020643844625173476,,,,,,,,22310.44,0.001736975380756881,,,,,,,,9221.32,0.0007160565146081393,,,,,,,,56206.92999999999,0.0014918838087294242,,66886.98,0.0059202401381185255,,,,,,,,28735.45,0.0022150649119675415,,,,,,,,508.91999999999996,4.191669060706948e-05,,,,,,,,96131.35,0.002640102336784077,,38770.45,0.0027791680246553627,,,,,,,,31759.1,0.0021200325571197796,,,,,,,,7218.3,0.00036066151734774697,,,,,,,,77747.85,0.0015884765875414648,,9820.19,0.0004646187360115179,,,,,,,,0,,,,,,,,,0,,,,,,,,,9820.19,0.0004646187360115179,,239906.32,0.00166407411512447,,,,,,,,372193.7100000001,0.0023217893397578107,,326370.47000000003,0.0024978002001670844,,,,,,,,,,,
Mantenimiento Equipo,29330.52,0.0024538623144462353,,,,,,,,192795.52000000002,0.0150100612879092,,,,,,,,96389.17,0.007484838734169449,,,,,,,,318515.2100000001,0.008454254388792494,,522497.5,0.04624682818041096,,,,,,,,116351.40000000001,0.008968918308162922,,,,,,,,161291.01,0.013284573928852768,,,,,,,,800139.91,0.02197463414531473,,186424.78,0.013363419500661214,,,,,,,,327217.58,0.0218429339264005,,,,,,,,125888.48999999999,0.006290003715558603,,,,,,,,639530.85,0.013066339226557292,,137050.55,0.006484218055932047,,,,,,,,0,,,,,,,,,0,,,,,,,,,137050.55,0.006484218055932047,,1895236.5200000003,0.013146023143411062,,,,,,,,1658788.52,0.010347723239730827,,1408857.56,0.010782362434245076,,,,,,,,,,,
Combustible,34482.76,0.0028849111867806664,,,,,,,,68965.52,0.005369298425360338,,,,,,,,36379.670000000006,0.002824964289580482,,,,,,,,139827.95,0.003711411646443375,,34482.76,0.0030521069993757824,,,,,,,,68965.52,0.005316189706011067,,,,,,,,34482.76,0.0028401382971740773,,,,,,,,137931.04,0.0037880676909151697,,34482.76,0.0024718151064500146,,,,,,,,34482.76,0.002301846521448897,,,,,,,,34482.76,0.0017229270803289136,,,,,,,,103448.28,0.00211356546581589,,34482.76,0.001631469082104168,,,,,,,,0,,,,,,,,,0,,,,,,,,,34482.76,0.001631469082104168,,415690.03,0.0028833713877913446,,,,,,,,534631.36,0.0033350950298118155,,431183.08,0.00329995904204403,,,,,,,,,,,
Fletes,432725,0.036202821157577406,,,,,,,,411652.54000000004,0.03204913607288952,,,,,,,,258825.72,0.020098407056055118,,,,,,,,1103203.26,0.029281995677962084,,518671.24,0.0459081617010621,,,,,,,,582013.14,0.04486433602807864,,,,,,,,686512.68,0.05654393540318734,,,,,,,,1787197.06,0.04908266797875648,,646126.11,0.046316022249082836,,,,,,,,774796.26,0.051720398132649906,,,,,,,,1360847.21,0.0679945720788895,,,,,,,,2781769.5799999996,0.05683470153534861,,1505800.19,0.0712433243108029,,,,,,,,0,,,,,,,,,0,,,,,,,,,1505800.19,0.0712433243108029,,7177970.090000001,0.04978891021256407,,,,,,,,6598689.680000001,0.04116342362527803,,5373140.1,0.041122073382759736,,,,,,,,,,,
Gastos de importación,17986.28,0.001504775730845482,,,,,,,,8025.79,0.0006248464683405961,,,,,,,,29907.49,0.0023223847616260776,,,,,,,,55919.56,0.0014842562323769252,,7976.570000000001,0.0007060149804717165,,,,,,,,23028.519999999997,0.0017751476530398084,,,,,,,,29792.94,0.0024538659283482368,,,,,,,,60798.03,0.0016697260682895683,,4054.97,0.0002906709353370094,,,,,,,,10621.35,0.0007090127806066347,,,,,,,,10005.27,0.0004999121482445857,,,,,,,,24681.59,0.000504272823728213,,8748.29,0.00041390435847597675,,,,,,,,0,,,,,,,,,0,,,,,,,,,8748.29,0.00041390435847597675,,150147.47000000003,0.001041475348704561,,,,,,,,576704.4,0.0035975517375385637,,540932.5,0.004139900606745706,,,,,,,,,,,
$ MOD / Ventas,19.803021744062562,,,,,,,,,23.961684569344836,,,,,,,,,26.332930328141217,,,,,,,,,23.132500533641934,,,25.444206100262313,,,,,,,,,25.525225647959083,,,,,,,,,30.56275139195629,,,,,,,,,26.981456247518654,,,32.6009840321458,,,,,,,,,26.902317029175208,,,,,,,,,43.41810398790926,,,,,,,,,33.85501927913411,,,40.789652865027755,,,,,,,,,,,,,,,,,,,,,,,,,,,40.789652865027755,,,29.171546409489597,,,,,,,,,31.98038855108183,,,31.806378358534825,,,,,,,,,,,,
$ MOI / Ventas,14.247202611641173,,,,,,,,,15.755163284474861,,,,,,,,,15.658528875837037,,,,,,,,,15.212252715902999,,,15.15196771683842,,,,,,,,,15.95128330837531,,,,,,,,,17.585159261790444,,,,,,,,,16.187823803623782,,,18.70218494691546,,,,,,,,,18.428791273563945,,,,,,,,,27.586046423350453,,,,,,,,,21.426463746002877,,,25.771399626007756,,,,,,,,,,,,,,,,,,,,,,,,,,,25.771399626007756,,,18.41125548436347,,,,,,,,,18.45831161906368,,,18.03913943237492,,,,,,,,,,,,
